Team_ID,Season_ID,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
22,2021,Orlando Magic,72,240.7,38.3,89.2,0.429,10.9,31.8,0.343,27.4,57.4,0.476,16.6,21.4,0.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104.0
22,2022,Orlando Magic,82,241.2,38.3,88.3,0.434,12.2,36.9,0.331,26.1,51.4,0.507,15.5,19.7,0.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2
22,2023,Orlando Magic,82,241.2,40.5,86.3,0.47,10.8,31.1,0.346,29.8,55.2,0.539,19.6,25.0,0.784,10.2,33.1,43.2,23.2,7.4,4.7,15.1,20.1,111.4
22,2024,Orlando Magic*,82,241.2,40.5,84.9,0.476,11.0,31.3,0.352,29.5,53.6,0.549,18.5,24.4,0.759,10.5,31.8,42.3,24.7,8.2,5.2,14.7,19.7,110.5
22,2025,Orlando Magic*,82,240.6,38.2,85.8,0.445,11.2,35.3,0.318,26.9,50.5,0.533,17.9,23.0,0.775,11.1,30.7,41.8,23.0,8.9,6.0,14.2,20.1,105.4
22,2026,Orlando Magic*,82,241.8,41.0,88.3,0.464,11.7,34.1,0.343,29.3,54.2,0.54,22.0,27.5,0.801,11.0,32.4,43.4,26.5,8.5,4.7,14.2,21.0,115.7
23,2021,Philadelphia 76ers*,72,242.1,41.4,86.9,0.476,11.3,30.1,0.374,30.1,56.8,0.531,19.6,25.5,0.767,10.0,35.0,45.1,23.7,9.1,6.2,14.4,20.2,113.6
23,2022,Philadelphia 76ers*,82,241.5,39.4,84.5,0.466,11.6,31.8,0.364,27.8,52.7,0.527,19.6,23.8,0.821,8.5,33.8,42.3,23.7,7.7,5.3,12.5,19.4,109.9
23,2023,Philadelphia 76ers*,82,242.4,40.8,83.8,0.487,12.6,32.6,0.387,28.2,51.2,0.551,21.0,25.1,0.835,8.7,32.2,40.9,25.2,7.7,4.7,13.7,20.4,115.2
23,2024,Philadelphia 76ers*,82,241.2,41.5,89.4,0.464,12.1,33.3,0.363,29.4,56.1,0.525,19.5,23.6,0.826,11.0,31.9,43.0,24.9,8.5,6.0,12.0,20.3,114.6
23,2025,Philadelphia 76ers,82,241.5,39.7,87.4,0.454,12.7,37.2,0.341,27.0,50.2,0.537,17.5,22.5,0.78,10.4,29.4,39.8,23.2,9.2,4.5,13.6,19.0,109.6
23,2026,Philadelphia 76ers*,82,242.4,41.7,90.3,0.462,12.3,35.3,0.349,29.4,55.0,0.535,20.1,24.8,0.809,11.8,31.9,43.6,24.6,9.1,5.7,13.6,20.3,115.9
24,2021,Phoenix Suns*,72,242.8,43.3,88.3,0.49,13.1,34.6,0.378,30.3,53.7,0.563,15.6,18.7,0.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3
24,2022,Phoenix Suns*,82,240.6,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8
24,2023,Phoenix Suns*,82,241.2,42.1,90.1,0.467,12.2,32.6,0.374,29.9,57.5,0.52,17.2,21.7,0.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6
24,2024,Phoenix Suns*,82,241.2,42.5,86.1,0.493,12.4,32.6,0.382,30.0,53.6,0.561,18.9,23.4,0.808,10.1,33.9,44.1,27.0,7.4,6.0,14.9,18.0,116.2
24,2025,Phoenix Suns,82,241.8,41.2,86.3,0.478,14.3,38.0,0.378,26.9,48.3,0.556,16.8,20.8,0.81,9.5,32.9,42.5,27.8,7.2,4.8,14.1,17.9,113.6
24,2026,Phoenix Suns*,82,240.9,41.0,90.1,0.455,14.8,40.8,0.361,26.2,49.3,0.533,15.8,20.3,0.781,13.0,30.1,43.1,24.6,9.5,4.2,14.5,20.6,112.6
25,2021,Portland Trail Blazers*,72,240.3,41.3,91.1,0.453,15.7,40.8,0.385,25.6,50.3,0.509,17.8,21.6,0.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1
25,2022,Portland Trail Blazers,82,240.6,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2
25,2023,Portland Trail Blazers,82,240.6,40.5,85.4,0.474,12.9,35.3,0.365,27.6,50.1,0.55,19.6,24.6,0.796,9.4,31.1,40.5,24.2,6.7,4.6,14.5,20.0,113.4
25,2024,Portland Trail Blazers,82,242.4,39.4,89.7,0.439,11.5,33.2,0.345,27.9,56.5,0.494,16.2,20.5,0.791,12.6,30.1,42.7,23.1,7.6,4.3,15.2,20.2,106.4
25,2025,Portland Trail Blazers,82,241.2,40.5,90.2,0.45,12.9,37.7,0.342,27.7,52.5,0.527,16.9,22.2,0.762,13.4,31.4,44.8,23.8,8.3,5.3,16.0,19.0,110.9
25,2026,Portland Trail Blazers*,82,240.9,40.9,90.1,0.453,14.5,42.2,0.343,26.4,47.9,0.551,19.3,25.2,0.765,14.1,31.9,46.0,25.1,8.3,5.5,17.3,19.9,115.5
26,2021,Sacramento Kings,72,240.3,42.6,88.6,0.481,12.1,33.3,0.364,30.5,55.3,0.551,16.4,22.0,0.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7
26,2022,Sacramento Kings,82,241.5,40.5,88.1,0.46,11.4,33.2,0.344,29.1,54.9,0.53,17.9,23.3,0.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3
26,2023,Sacramento Kings*,82,241.8,43.6,88.2,0.494,13.8,37.3,0.369,29.8,50.9,0.586,19.8,25.1,0.79,9.5,32.9,42.5,27.3,7.0,3.4,13.5,19.7,120.7
26,2024,Sacramento Kings,82,242.1,43.3,90.9,0.477,14.4,39.3,0.366,29.0,51.7,0.561,15.5,20.9,0.745,10.8,33.2,44.0,28.3,7.6,4.2,13.1,19.9,116.6
26,2025,Sacramento Kings,82,242.4,43.0,90.1,0.478,12.6,35.2,0.357,30.5,54.9,0.555,17.1,21.2,0.806,11.0,33.2,44.2,26.5,7.6,4.4,13.3,18.9,115.7
26,2026,Sacramento Kings,82,240.9,41.6,89.0,0.467,10.3,30.2,0.34,31.3,58.8,0.532,17.6,22.8,0.772,11.5,30.8,42.3,25.5,8.0,4.5,14.3,19.7,111.0
27,2021,San Antonio Spurs,72,242.8,41.9,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.9,24.4,7.0,5.1,11.4,18.0,111.1
27,2022,San Antonio Spurs,82,241.5,43.2,92.7,0.467,11.3,32.0,0.352,32.0,60.7,0.527,15.4,20.4,0.754,11.0,34.3,45.3,27.9,7.6,4.9,12.7,18.1,113.2
27,2023,San Antonio Spurs,82,242.1,43.1,92.6,0.465,11.1,32.2,0.345,32.0,60.4,0.529,15.8,21.2,0.743,11.8,31.9,43.7,27.2,7.0,3.9,15.3,19.9,113.0
27,2024,San Antonio Spurs,82,241.8,41.9,90.7,0.462,12.6,36.4,0.347,29.3,54.3,0.539,15.6,20.0,0.782,10.4,33.9,44.2,29.9,7.1,6.3,15.1,17.2,112.1
27,2025,San Antonio Spurs,82,240.6,41.8,89.8,0.465,14.1,39.6,0.357,27.7,50.2,0.551,16.2,21.0,0.774,10.9,32.7,43.7,28.6,8.2,5.5,13.9,16.6,113.9
27,2026,San Antonio Spurs*,82,240.6,43.4,89.9,0.483,13.6,37.9,0.359,29.8,52.0,0.574,19.3,24.6,0.787,11.4,35.6,47.0,28.1,7.5,5.5,13.5,18.9,119.8
28,2021,Toronto Raptors,72,240.3,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3
28,2022,Toronto Raptors*,82,242.1,40.6,91.3,0.445,11.9,34.2,0.349,28.7,57.1,0.503,16.2,21.3,0.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4
28,2023,Toronto Raptors,82,241.5,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9
28,2024,Toronto Raptors,82,241.5,42.3,89.7,0.471,11.5,33.1,0.347,30.8,56.6,0.543,16.3,21.6,0.756,10.9,31.8,42.7,28.5,7.7,4.7,14.0,18.4,112.4
28,2025,Toronto Raptors,82,241.5,41.6,91.0,0.458,11.8,34.0,0.348,29.8,57.0,0.523,15.8,21.1,0.748,12.6,32.5,45.1,28.5,8.1,4.2,15.3,21.2,110.9
28,2026,Toronto Raptors*,82,241.2,42.6,88.4,0.482,11.4,32.1,0.354,31.3,56.3,0.555,18.0,23.4,0.769,10.9,31.2,42.1,29.5,8.8,4.8,13.7,20.9,114.6
29,2021,Utah Jazz*,72,241.0,41.3,88.1,0.468,16.7,43.0,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4
29,2022,Utah Jazz*,82,240.6,40.6,86.2,0.471,14.5,40.3,0.36,26.0,45.8,0.568,17.9,23.4,0.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6
29,2023,Utah Jazz,82,241.5,42.5,89.8,0.473,13.3,37.8,0.353,29.2,52.0,0.56,18.7,23.8,0.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1
29,2024,Utah Jazz,82,241.5,42.0,89.9,0.467,12.9,36.5,0.354,29.1,53.4,0.544,18.8,22.6,0.83,12.2,33.2,45.5,27.2,6.5,5.6,15.7,18.6,115.7
29,2025,Utah Jazz,82,241.5,40.3,88.7,0.454,14.0,39.8,0.35,26.4,48.8,0.54,17.3,22.4,0.774,12.0,33.4,45.4,25.5,6.8,4.4,17.2,18.9,111.9
29,2026,Utah Jazz,82,241.8,42.5,91.1,0.467,12.6,36.7,0.345,29.9,54.4,0.55,19.9,25.3,0.786,12.0,31.8,43.8,29.6,8.9,3.8,15.5,21.1,117.6
30,2021,Washington Wizards*,72,241.7,43.2,90.9,0.475,10.2,29.0,0.351,33.0,61.9,0.533,20.1,26.2,0.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6
30,2022,Washington Wizards,82,241.8,40.6,86.0,0.472,10.5,30.6,0.342,30.1,55.4,0.543,17.0,21.7,0.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6
30,2023,Washington Wizards,82,240.9,42.1,86.9,0.485,11.3,31.7,0.356,30.9,55.2,0.559,17.6,22.4,0.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2
30,2024,Washington Wizards,82,240.6,43.0,91.4,0.47,12.4,35.5,0.348,30.6,55.8,0.548,15.4,20.2,0.764,9.2,31.9,41.1,27.9,7.6,5.1,14.0,20.0,113.7
30,2025,Washington Wizards,82,240.6,39.4,89.9,0.439,13.1,39.1,0.335,26.3,50.7,0.519,16.0,20.6,0.778,10.6,33.1,43.7,25.1,7.6,5.1,15.6,19.7,108.0
30,2026,Washington Wizards,82,240.9,41.8,90.4,0.463,13.0,36.4,0.359,28.8,54.0,0.533,16.2,21.2,0.766,11.0,30.9,41.9,25.0,8.0,5.5,15.7,21.3,112.9
