Season_ID,Player_ID,Team_ID,G,GS,ThreeP,ThreePA,TwoP,TwoPA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Trp_Dbl
2026,140,21,62,52,84,243,127,248,44,56,52,143,168,129,18,65,128,550,0
2021,141,12,24,0,3,13,10,30,7,9,8,12,1,1,2,1,14,36,0
2021,142,30,22,0,8,17,6,16,5,6,0,9,12,2,1,5,8,41,0
2021,144,6,59,26,99,324,120,262,76,95,38,163,174,53,9,80,119,613,0
2022,144,6,66,3,128,359,119,213,87,131,25,121,135,52,10,67,127,709,0
2023,144,6,77,2,116,312,123,218,75,108,25,151,115,35,11,52,122,669,0
2024,144,27,72,3,86,221,98,163,35,52,25,155,119,36,11,47,107,489,0
2026,145,15,50,35,75,221,167,298,110,130,65,243,141,28,21,89,97,669,0
2022,148,23,23,0,0,4,30,43,9,12,22,40,7,5,17,8,32,69,0
2023,148,27,35,2,3,8,84,127,22,37,75,118,48,16,33,41,74,199,0
2024,148,27,19,0,0,1,29,39,5,6,23,53,21,8,17,15,31,63,0
2025,148,27,36,1,0,0,68,117,21,33,56,96,17,14,30,23,50,157,0
2021,150,22,41,5,44,130,48,107,38,48,7,75,74,22,5,46,64,266,0
2026,152,9,21,0,15,45,6,12,5,5,7,12,13,5,0,2,7,62,0
2024,154,21,82,82,129,349,376,604,218,275,129,519,200,53,190,131,197,1357,0
2025,154,21,32,32,44,116,123,225,101,134,48,209,63,23,71,56,72,479,0
2026,154,21,56,56,72,202,285,445,182,232,106,400,98,30,108,90,128,968,0
2021,156,26,36,6,13,37,78,142,31,43,31,81,28,14,18,29,59,226,0
2022,156,26,60,20,57,186,146,263,71,91,34,301,60,51,32,61,93,534,0
2023,156,26,66,0,9,38,120,181,54,73,47,151,40,22,21,32,81,321,0
2021,157,28,60,14,90,235,198,325,152,193,117,287,63,35,111,46,166,818,0
2022,157,28,80,9,68,229,200,348,150,193,179,315,25,49,75,42,174,754,0
2023,157,28,76,0,62,189,199,340,128,168,157,264,29,47,64,41,143,712,0
2024,157,28,50,0,31,94,79,123,71,92,62,145,23,14,24,28,68,322,0
2025,157,28,50,0,70,193,112,177,68,87,70,154,33,24,25,29,68,502,0
2021,158,3,22,1,13,42,18,46,13,17,3,21,65,7,6,16,19,88,0
2022,158,10,34,1,17,53,7,28,2,3,9,27,65,13,0,32,32,67,0
2022,159,12,55,39,94,255,174,366,90,112,41,185,114,56,10,90,95,720,0
2023,159,12,46,12,55,174,68,159,61,72,19,96,64,25,9,41,65,362,0
2024,159,26,59,11,44,127,36,83,26,33,26,80,44,28,8,26,80,230,0
2025,159,5,17,0,6,15,6,11,6,8,5,15,9,0,0,1,7,36,0
2024,160,17,21,0,1,5,10,17,3,4,3,18,5,2,0,5,15,26,0
2025,160,17,21,1,0,8,9,19,12,16,10,25,5,5,0,6,8,30,0
2021,162,24,70,70,102,258,337,621,169,181,25,287,622,99,19,156,166,1149,1
2022,162,24,65,65,63,199,300,537,169,202,22,261,702,121,20,153,134,958,2
2023,162,24,59,59,98,261,196,407,133,160,27,224,524,91,22,114,126,819,0
2024,162,10,58,18,78,210,128,257,43,52,18,207,393,70,6,76,108,533,0
2025,162,27,82,82,140,371,109,212,85,92,33,263,605,103,22,129,151,723,0
2026,162,13,16,0,10,30,8,26,1,2,6,22,53,11,0,16,23,47,0
2026,164,21,32,0,16,51,4,9,9,10,7,21,11,4,3,2,20,65,0
2023,165,8,76,6,34,96,109,193,40,64,48,133,59,41,17,35,101,360,0
2024,165,8,82,4,63,164,159,319,93,134,79,227,132,42,35,55,137,600,0
2025,165,8,79,77,89,224,387,597,177,214,98,312,205,85,37,81,170,1218,0
2026,165,8,28,28,23,82,90,149,53,70,47,86,83,16,9,34,64,302,0
2023,166,28,58,19,1,12,71,138,37,59,84,87,31,21,57,20,128,182,0
2025,166,14,37,0,0,4,40,62,10,14,35,57,16,8,16,12,44,90,0
2021,167,11,41,41,77,206,252,434,125,198,76,319,71,34,48,80,88,860,0
2022,167,11,68,67,131,336,309,542,207,332,110,576,155,54,65,126,171,1218,0
2023,167,7,67,17,105,279,291,490,217,281,87,404,121,30,72,121,169,1114,0
2024,167,14,50,1,35,114,88,150,66,94,39,215,49,16,33,50,72,347,0
2021,169,22,45,19,49,141,86,183,30,40,42,139,101,48,22,38,48,349,0
2022,169,22,70,20,118,371,98,204,55,65,47,300,118,97,42,57,95,605,0
2023,169,22,27,8,26,86,17,36,16,21,26,70,37,19,11,17,40,128,0
2024,169,22,47,8,23,82,17,30,4,7,18,62,20,9,7,16,19,107,0
2021,170,25,30,0,7,34,18,32,11,15,11,21,10,6,3,5,27,68,0
2022,170,25,58,28,37,126,84,182,60,84,66,161,87,35,19,56,116,339,0
2021,171,25,47,47,169,420,236,464,108,133,30,155,223,44,21,65,87,1087,0
2023,171,19,75,75,211,543,376,801,183,238,55,273,429,70,38,183,153,1568,0
2024,171,19,66,66,239,557,245,498,115,139,39,247,305,62,41,110,126,1322,0
2025,171,19,56,56,171,459,273,541,124,173,42,170,227,46,24,106,124,1183,0
2021,172,1,63,63,0,0,413,695,130,227,297,606,49,44,129,73,145,956,1
2022,172,1,74,73,0,1,370,603,80,169,279,598,92,55,93,44,166,820,0
2023,172,1,65,63,0,1,350,535,79,131,258,459,58,45,79,54,139,779,0
2024,172,1,73,73,0,1,353,617,130,206,335,441,91,43,106,74,164,836,0
2025,172,1,55,41,0,1,218,389,52,97,174,295,62,34,53,47,106,488,0
2026,172,11,56,1,0,0,85,168,32,51,115,136,33,26,44,26,47,202,0
2021,173,5,69,54,163,454,212,448,128,142,28,256,328,38,15,156,179,1041,0
2022,173,5,61,17,136,353,143,291,78,91,17,165,176,29,11,70,137,772,0
2023,173,5,74,2,128,344,135,250,61,70,16,196,204,54,6,74,122,715,0
2024,173,5,79,78,209,556,332,653,218,260,44,314,405,53,18,166,186,1509,0
2025,173,5,74,73,216,584,292,537,277,307,25,248,330,69,16,177,154,1509,0
2021,174,4,52,10,16,58,67,130,25,43,52,109,86,37,12,40,52,207,0
2022,174,4,71,11,61,159,143,264,75,107,82,203,179,88,32,61,116,544,0
2024,174,4,28,22,27,86,55,129,20,33,19,90,104,32,18,44,48,211,0
2025,175,29,50,21,35,135,48,122,29,40,27,86,59,23,16,44,95,230,0
2026,175,29,50,24,19,84,107,184,32,49,47,85,57,34,21,34,87,303,0
2021,176,4,48,21,4,28,177,296,85,119,119,209,86,27,17,51,121,451,0
2022,176,25,27,0,0,4,51,86,38,49,50,75,22,8,6,19,56,140,0
2023,176,16,15,2,0,2,37,57,24,35,25,39,10,3,4,14,33,98,0
2024,176,19,43,0,1,3,25,59,23,38,48,64,39,9,5,16,45,76,0
2024,177,26,30,0,2,22,26,49,6,11,17,23,20,7,5,10,29,64,0
2021,178,22,47,34,58,172,161,380,109,131,38,183,192,30,18,106,98,605,0
2022,178,22,65,65,132,391,225,521,216,253,32,316,369,46,17,170,171,1062,0
2023,178,22,60,4,75,206,202,404,152,170,47,241,235,37,31,91,158,781,0
2024,178,22,81,0,93,275,239,488,180,218,64,247,236,64,37,126,175,937,0
2025,178,22,67,22,77,218,153,325,93,113,46,158,191,45,32,103,151,630,0
2026,178,17,35,0,22,72,76,159,16,26,16,71,121,20,11,65,73,234,0
2024,179,16,18,0,10,30,5,8,2,2,1,6,5,1,1,8,4,42,0
2024,180,14,16,0,0,0,9,16,6,6,6,6,3,2,0,3,11,24,0
2024,181,8,24,0,15,38,17,31,8,12,1,20,27,13,0,14,24,87,0
2025,181,24,33,9,39,90,29,68,19,22,22,56,78,21,5,17,30,194,0
2026,181,24,62,43,191,452,99,220,62,73,67,187,296,81,13,104,102,833,0
2026,182,28,47,22,17,48,134,223,47,72,114,119,93,44,41,51,118,366,0
2021,183,6,60,60,98,264,427,841,312,383,58,129,262,62,10,167,157,1460,0
2022,183,6,11,11,11,45,57,106,29,39,13,23,23,10,0,31,25,176,0
2023,183,29,48,15,48,122,189,346,163,199,37,68,138,27,6,85,112,685,0
2024,183,29,78,51,128,325,378,713,318,370,71,134,383,62,18,165,154,1458,0
2025,183,29,63,61,110,271,306,596,217,251,60,111,264,47,6,160,144,1159,0
2026,184,7,51,51,53,180,342,655,190,235,58,276,214,60,43,113,111,1033,0
2022,186,30,77,36,112,320,122,194,54,62,53,156,85,35,22,50,93,634,0
2023,186,30,74,45,163,384,128,201,75,88,33,174,87,32,9,55,97,820,0
2024,186,30,80,22,184,480,202,314,114,157,30,195,156,41,16,98,141,1070,0
2025,186,30,61,0,120,330,135,235,75,88,36,145,103,26,14,64,98,705,0
2022,187,9,65,39,65,157,113,243,100,113,29,145,237,42,17,85,147,521,0
2023,187,9,62,2,70,180,80,171,57,72,21,85,217,34,9,56,88,427,0
2024,187,10,26,0,13,42,10,22,4,7,6,24,42,4,3,12,25,63,0
2025,187,22,50,16,39,107,23,47,14,18,17,57,72,26,4,18,50,177,0
2024,188,6,51,6,12,34,104,194,41,56,21,88,118,21,15,45,40,285,0
2025,188,6,51,1,21,48,51,92,23,32,19,48,71,17,15,38,25,188,0
2026,188,6,55,2,29,82,73,149,20,36,75,111,183,54,32,51,63,253,0
2021,190,5,18,0,0,2,7,11,9,16,10,16,9,4,0,4,10,23,0
2021,196,18,42,26,120,310,161,342,114,149,16,95,244,45,18,112,68,796,0
2022,196,18,65,65,176,518,225,457,198,240,25,191,460,62,22,165,130,1176,0
2024,196,14,76,69,226,545,266,535,159,192,28,208,482,69,36,156,156,1369,0
2026,196,7,26,3,33,112,61,120,43,60,8,53,104,12,2,49,30,264,0
2026,198,26,15,1,16,60,20,33,15,16,17,27,17,6,4,6,23,103,0
2022,199,11,24,0,7,26,20,41,16,30,7,26,40,15,0,26,21,77,0
2023,199,11,57,7,40,140,41,97,24,36,18,80,132,31,7,86,59,226,0
2024,199,18,15,0,6,17,3,7,3,6,1,2,6,5,0,5,2,27,0
2022,201,28,64,1,13,51,70,151,26,44,38,86,99,28,10,53,68,205,0
2023,201,28,31,2,15,51,40,79,17,24,11,34,36,13,13,18,34,142,0
2025,201,25,67,7,72,222,126,285,91,125,30,105,160,43,34,86,58,559,0
2023,202,5,38,0,7,27,25,45,14,21,12,25,22,11,5,8,24,85,0
2024,202,5,59,2,17,74,52,83,25,43,29,84,81,27,18,32,81,180,0
2025,202,5,73,5,37,104,83,164,49,69,38,86,97,44,15,53,114,326,0
2025,203,14,78,16,128,340,129,217,64,84,37,179,66,24,8,37,93,706,0
2026,203,14,47,1,31,101,47,73,14,20,13,55,16,10,10,20,40,201,0
2022,204,26,56,15,10,29,165,237,94,131,75,171,69,26,47,59,130,454,0
2024,204,6,39,0,3,14,40,58,18,21,20,42,15,7,13,13,27,107,0
2021,205,25,67,67,275,704,327,630,449,484,32,251,505,62,17,203,102,1928,0
2022,205,25,29,29,92,284,130,268,159,181,13,107,212,17,11,83,37,695,0
2023,205,25,58,58,244,658,312,544,510,558,44,233,425,50,18,191,109,1866,2
2024,205,17,73,73,220,622,321,655,473,514,36,284,508,72,18,193,134,1775,0
2025,205,17,58,58,197,524,247,468,362,393,29,243,410,70,10,162,97,1447,2
2025,206,4,15,2,12,56,30,74,13,15,14,36,56,15,2,31,22,109,0
2021,207,10,57,1,77,194,51,80,40,44,22,158,73,38,8,30,89,373,0
2022,207,10,63,5,63,187,106,196,66,75,27,176,63,39,6,38,95,467,0
2023,207,24,74,5,110,247,90,205,94,104,39,186,99,30,7,78,118,604,0
2025,207,24,25,0,9,37,18,37,20,21,3,17,11,6,0,10,6,83,0
2021,208,6,46,7,46,159,73,134,24,36,5,88,91,16,4,42,42,308,0
2022,209,30,72,53,0,1,285,410,107,153,155,252,68,30,99,65,170,677,0
2023,209,30,78,47,0,0,289,395,127,187,163,270,84,33,99,85,187,705,0
2025,209,7,57,31,0,0,283,403,135,196,155,233,80,23,102,66,152,701,0
2026,209,7,45,35,0,0,147,235,80,108,97,196,44,36,59,56,117,374,0
2021,210,13,30,0,1,5,21,47,9,12,21,27,10,4,7,9,24,54,0
2025,211,19,38,9,9,37,52,92,31,37,44,120,60,18,20,25,70,162,0
2021,212,1,51,4,103,254,103,221,161,174,17,194,76,30,10,43,105,676,0
2022,212,1,66,18,112,294,147,303,141,156,35,273,101,28,12,38,93,771,0
2026,213,9,53,8,46,128,99,232,67,88,31,63,156,45,7,68,75,403,0
2021,214,23,69,69,175,432,49,112,31,40,55,205,118,92,56,67,125,654,0
2022,214,23,62,28,103,271,23,49,11,14,32,125,64,60,37,45,105,366,0
2026,215,3,49,8,57,178,96,195,64,83,51,176,111,27,26,59,104,427,0
2024,216,7,55,17,53,108,108,194,53,68,25,124,157,22,5,49,85,428,0
2025,216,7,20,13,23,53,41,81,23,31,4,29,56,12,3,22,34,174,0
2021,217,11,36,23,54,156,56,116,41,63,18,114,69,20,16,36,67,315,0
2023,217,23,56,5,37,110,56,87,45,60,9,85,44,14,9,26,69,268,0
2024,217,23,34,4,15,50,32,55,35,46,16,42,28,15,5,19,45,144,0
2024,218,20,17,0,2,10,4,7,0,2,0,5,5,0,1,3,2,14,0
2025,218,4,47,20,55,164,63,127,24,30,37,98,53,26,25,35,99,315,0
2021,219,24,50,4,47,135,106,207,84,99,46,144,65,30,4,57,95,437,0
2024,219,10,64,9,74,197,107,191,79,93,73,210,144,31,10,78,112,515,0
2025,219,8,16,4,7,26,14,32,7,10,14,36,23,7,1,15,19,56,0
2025,220,3,20,0,33,74,6,22,3,5,4,25,12,6,1,15,22,114,0
2021,221,21,55,55,83,286,190,404,125,178,51,345,99,29,25,122,60,754,0
2022,221,21,69,53,80,269,194,380,117,170,71,365,97,58,70,90,68,745,0
2021,224,6,54,50,105,266,257,536,112,132,23,106,329,66,6,164,110,941,0
2022,224,6,68,68,174,454,368,719,215,241,39,185,583,89,7,248,115,1473,1
2023,224,6,69,69,169,412,353,717,277,321,28,157,538,85,9,199,148,1490,0
2024,224,6,57,57,132,356,243,485,146,175,30,122,373,74,7,176,95,1028,0
2025,224,6,75,75,212,529,342,645,224,255,47,167,506,91,11,189,143,1544,0
2021,225,21,18,0,17,42,5,6,12,12,2,22,21,13,5,8,13,73,0
2026,226,8,19,6,18,41,10,15,9,11,6,23,16,0,4,8,17,83,0
2022,229,3,22,7,9,37,30,71,17,21,30,37,17,14,7,9,36,104,0
2023,229,3,23,0,1,12,35,66,12,17,11,18,21,10,1,18,31,85,0
2026,231,27,11,0,3,5,10,20,3,6,4,9,18,6,1,5,6,32,0
2021,232,11,30,9,17,63,89,155,47,68,40,78,31,30,21,17,60,276,0
2022,232,11,46,4,15,49,70,127,48,67,41,110,35,28,20,21,55,233,0
2023,233,15,70,4,65,212,115,208,41,65,50,143,59,29,19,57,107,466,0
2022,234,26,75,19,101,320,251,523,56,85,33,133,313,55,24,114,141,861,0
2023,234,26,80,9,63,197,118,202,25,31,16,89,185,44,15,62,112,450,0
2024,234,26,72,4,57,158,89,165,30,42,19,76,134,17,3,43,85,379,0
2026,234,16,53,53,66,156,117,232,35,53,20,116,361,56,9,83,142,467,0
2021,235,30,57,7,169,428,24,50,100,115,18,150,49,33,13,33,136,655,0
2023,235,7,45,1,55,141,14,19,13,15,10,43,21,11,8,10,53,206,0
2022,236,8,48,5,37,86,44,75,10,15,14,94,53,24,9,16,63,209,0
2022,237,3,32,8,2,7,84,142,24,41,81,79,17,10,15,30,60,198,0
2023,237,3,48,3,6,11,87,160,35,55,99,101,37,15,32,42,89,227,0
2024,237,3,61,1,4,15,164,279,75,123,161,228,85,24,44,70,131,415,0
2025,237,3,50,2,11,45,154,272,56,74,149,181,91,41,42,63,113,397,0
2026,237,3,61,7,8,38,198,307,101,150,168,240,143,65,25,104,144,521,0
2021,238,26,58,58,103,320,426,790,300,417,33,170,417,87,27,174,170,1461,0
2022,238,26,59,59,74,249,442,843,261,348,25,206,330,68,25,168,172,1367,0
2023,238,26,73,73,119,367,563,964,343,440,40,266,447,83,23,181,172,1826,0
2024,238,26,74,74,214,580,506,969,312,423,67,273,418,150,31,194,193,1966,0
2026,238,27,54,54,104,304,279,488,147,192,28,175,334,67,14,125,119,1017,0
2021,239,1,23,19,31,95,89,153,73,85,17,93,44,19,12,29,59,344,0
2022,239,1,53,52,74,195,180,380,127,166,26,150,68,36,21,69,155,709,0
2023,239,1,67,67,100,286,279,536,171,207,46,238,94,35,17,82,199,1029,0
2024,239,1,57,37,117,304,187,359,166,196,31,191,87,40,16,83,146,891,0
2021,240,15,52,1,87,211,85,182,41,51,30,131,132,60,31,66,85,472,0
2022,240,15,73,15,139,372,142,323,90,120,64,264,194,104,39,112,128,791,0
2023,240,23,77,58,157,403,120,248,69,87,69,243,197,126,41,102,191,780,0
2024,240,23,38,33,77,214,62,146,66,79,28,113,114,60,16,39,84,421,0
2026,240,10,34,10,51,175,104,200,72,89,21,79,80,54,14,57,76,433,0
2021,241,6,63,19,78,213,56,98,30,39,38,177,74,35,21,30,78,376,0
2022,241,6,51,28,51,142,48,75,20,30,31,119,52,29,7,16,88,269,0
2023,241,6,44,13,45,127,28,50,15,23,20,130,37,28,21,17,89,206,0
2024,241,6,54,32,79,202,17,30,20,26,37,181,43,40,25,20,93,291,0
2025,241,6,59,30,80,222,32,49,16,30,51,198,76,42,20,22,101,320,0
2026,241,6,48,27,59,164,37,61,27,38,41,161,76,39,20,14,74,278,0
2021,242,24,69,69,4,20,426,667,133,173,228,499,99,41,81,103,196,997,0
2022,242,24,58,58,7,19,435,678,106,142,149,444,84,40,40,91,142,997,0
2023,242,24,67,67,7,24,515,863,152,200,172,495,115,37,53,120,190,1203,0
2024,242,25,55,55,1,10,426,739,65,79,176,433,90,56,42,99,109,920,0
2025,242,25,40,40,6,32,259,436,40,60,124,282,64,31,39,69,88,576,0
2026,242,14,54,54,0,0,308,462,62,94,130,314,46,34,49,70,122,678,0
2021,243,3,57,43,0,1,190,248,46,92,117,310,93,17,65,85,116,426,0
2023,243,8,39,8,1,1,87,114,22,48,52,150,34,12,23,48,71,199,0
2024,243,8,36,2,0,0,58,93,26,53,54,103,26,6,16,23,56,142,0
2025,243,8,56,5,0,0,91,140,27,64,84,200,53,16,27,40,74,209,0
2021,244,28,51,12,14,53,103,175,45,66,33,113,107,53,18,71,87,293,0
2021,245,9,20,0,10,28,4,12,3,6,0,29,5,2,0,5,9,41,0
2021,247,27,67,67,63,199,378,775,106,134,58,415,363,101,7,117,135,1051,4
2022,247,27,68,68,96,294,477,947,196,247,80,483,627,138,23,180,138,1438,13
2023,247,1,74,74,133,387,479,932,158,190,53,336,448,112,19,160,106,1515,1
2024,247,1,78,78,201,554,471,909,208,262,62,354,502,111,24,201,138,1753,1
2025,247,19,31,31,52,174,142,320,102,124,17,183,228,63,12,106,61,542,1
2022,248,1,77,8,44,116,78,153,54,63,50,170,188,93,19,45,56,342,0
2023,248,30,50,14,41,119,97,172,52,60,58,122,194,92,17,44,59,369,0
2021,249,27,61,61,19,74,436,846,387,440,40,219,422,56,15,119,128,1316,0
2022,249,5,76,76,50,142,724,1393,520,593,56,336,374,68,24,181,178,2118,0
2023,249,5,74,74,46,142,611,1161,456,523,34,309,377,83,36,153,186,1816,0
2024,249,5,79,79,75,225,575,1130,522,612,43,297,421,90,45,135,161,1897,0
2025,249,26,77,77,84,256,540,1052,378,441,50,248,342,62,32,105,150,1710,0
2026,249,26,64,64,42,129,362,699,312,362,28,166,249,71,18,70,125,1162,0
2021,251,30,54,32,53,168,77,144,29,45,22,240,63,32,15,33,140,342,0
2022,251,30,82,8,82,259,168,320,103,136,52,373,167,59,44,87,190,685,0
2023,251,30,76,40,69,232,184,347,122,165,74,413,211,65,29,123,209,697,0
2024,251,30,75,75,88,235,318,568,202,273,84,456,286,60,36,160,185,1102,0
2025,251,25,72,54,125,342,277,502,290,372,110,412,281,71,35,196,171,1219,2
2026,251,25,48,48,102,299,257,476,353,441,53,285,318,38,28,184,126,1173,3
2021,252,14,61,61,71,212,261,548,206,243,30,181,351,70,13,163,159,941,0
2023,252,14,66,50,74,225,196,425,216,252,21,144,298,50,10,112,145,830,0
2022,253,25,37,4,6,27,73,162,42,64,20,68,132,45,12,51,52,206,0
2023,253,4,54,15,24,111,162,341,78,106,27,140,261,75,25,82,122,474,0
2024,253,3,56,2,32,109,115,229,43,58,50,114,203,68,12,68,121,369,0
2021,254,5,62,3,80,242,75,174,16,17,24,173,105,30,7,42,70,406,0
2024,256,7,55,42,0,2,221,294,41,81,135,243,60,36,77,50,144,483,0
2025,256,7,36,29,0,0,134,191,46,73,104,166,85,20,56,41,100,314,0
2026,258,19,64,45,16,63,272,533,167,213,109,346,250,62,57,151,179,759,2
2021,259,29,68,0,0,2,155,241,59,80,138,238,44,32,68,36,143,369,0
2022,259,21,39,18,2,16,92,166,16,25,58,126,25,17,12,9,62,206,0
2021,260,25,58,43,43,136,104,168,59,91,77,128,47,37,54,32,127,396,0
2022,260,5,51,8,20,61,85,134,56,70,60,109,30,25,33,30,105,286,0
2023,260,5,64,0,27,80,88,150,62,84,60,93,34,29,37,25,86,319,0
2024,260,7,76,66,82,239,157,256,97,136,82,168,75,53,51,65,121,657,0
2025,260,13,77,55,78,219,232,370,83,118,93,170,60,79,33,66,153,781,0
2026,260,13,31,26,38,106,89,140,52,67,32,56,38,26,32,25,66,344,0
2022,261,20,26,4,37,92,85,182,30,31,21,57,103,22,12,39,15,311,0
2023,261,20,27,0,19,63,42,96,11,12,8,32,46,7,5,22,18,152,0
2024,261,15,24,7,15,41,61,124,24,27,7,38,78,8,2,31,21,191,0
2021,263,27,36,32,84,243,102,210,97,114,13,94,127,26,36,45,91,553,0
2023,263,2,82,70,149,391,201,367,168,192,52,241,321,54,76,95,177,1017,0
2024,263,2,73,73,196,495,191,344,137,152,51,259,377,74,87,112,152,1107,1
2025,263,2,76,76,265,691,159,268,135,161,67,274,361,72,80,131,138,1248,0
2026,263,2,61,61,177,537,189,393,151,167,66,202,348,73,90,109,92,1060,0
2021,264,15,68,17,117,271,117,228,40,49,31,179,118,41,16,59,125,625,0
2022,264,15,76,76,228,523,280,578,140,155,46,288,208,92,29,111,196,1384,0
2023,264,15,58,58,166,407,284,532,181,205,43,248,254,56,22,126,150,1247,0
2024,264,15,42,42,137,360,223,416,140,161,36,149,230,43,22,112,120,997,0
2025,264,15,69,68,164,418,329,600,177,198,62,356,369,80,28,169,164,1327,1
2026,264,22,62,62,127,328,328,607,228,248,77,182,255,59,29,126,193,1265,0
2021,265,24,67,67,126,371,497,916,340,392,34,247,289,53,16,207,181,1712,0
2022,265,24,68,68,183,478,479,943,315,363,45,297,329,77,26,162,180,1822,0
2023,265,24,53,53,111,316,416,751,306,358,46,194,293,51,18,145,159,1471,0
2024,265,24,68,68,152,418,490,887,405,457,56,252,472,61,28,178,206,1841,0
2025,265,24,75,75,183,551,471,869,432,483,76,229,529,67,16,220,198,1923,0
2026,265,24,47,47,85,268,298,581,313,362,38,148,282,43,13,155,123,1164,0
2025,267,26,36,0,18,61,29,66,26,44,19,57,41,21,4,18,39,138,0
2026,267,26,25,2,9,58,46,89,37,47,20,41,51,20,5,27,28,156,0
2021,268,27,62,7,52,150,71,153,43,51,24,150,56,43,18,22,88,341,0
2022,268,27,71,32,137,380,189,384,83,99,44,262,136,76,41,58,143,872,0
2023,268,27,38,32,103,266,158,329,78,100,8,140,136,43,17,57,57,703,0
2024,268,27,68,62,166,446,332,610,161,201,27,234,277,73,23,108,74,1323,0
2025,268,27,64,53,158,429,236,460,95,120,34,221,183,84,33,88,108,1041,0
2026,268,27,50,48,128,332,131,255,74,91,28,168,121,42,21,48,83,720,0
2021,269,5,11,0,1,7,10,14,0,0,2,3,7,4,0,0,3,23,0
2022,269,5,11,0,2,9,9,14,5,9,1,8,15,1,0,5,11,29,0
2021,270,14,20,1,0,0,17,29,5,11,12,20,1,5,4,5,8,39,0
2022,270,27,15,0,0,0,21,31,4,7,8,34,6,8,7,3,16,46,0
2021,271,4,55,44,179,477,73,192,133,158,22,126,295,48,6,84,77,816,0
2022,271,19,76,63,192,563,104,252,118,140,37,140,316,71,12,105,95,902,0
2024,271,27,23,0,25,83,13,25,13,16,5,31,49,9,2,17,14,114,0
2021,272,16,16,0,1,5,45,60,20,27,28,58,12,9,6,13,36,113,0
2022,272,16,67,15,19,47,145,243,75,100,105,281,47,24,42,70,174,422,0
2021,275,15,67,67,128,372,304,659,159,195,53,143,157,78,26,119,237,1151,0
2022,275,15,32,31,46,149,181,377,90,106,29,73,88,36,8,50,105,590,0
2023,275,15,73,73,143,439,249,552,120,154,45,199,189,65,16,104,240,1047,0
2024,275,11,72,72,133,370,196,398,124,147,53,193,119,64,10,88,241,915,0
2025,275,11,75,75,186,469,198,426,99,121,75,200,128,60,16,76,242,1053,0
2026,275,24,50,50,117,341,266,530,161,188,39,144,88,52,8,89,166,1044,0
2025,276,21,54,3,16,63,35,70,17,28,30,91,58,16,4,28,54,135,0
2021,278,12,62,62,52,162,432,742,240,328,150,592,415,76,33,213,203,1260,9
2023,278,26,79,79,31,83,546,855,325,438,251,722,573,65,39,230,279,1510,14
2024,278,26,82,82,33,87,601,981,292,415,294,826,673,74,48,272,250,1593,26
2025,278,26,70,70,65,156,462,737,218,289,267,705,423,48,26,202,229,1337,10
2026,278,26,19,15,5,27,115,194,56,77,64,152,78,18,4,51,66,301,0
2023,279,27,28,0,0,4,46,82,18,25,46,56,24,10,19,15,56,110,0
2024,279,27,33,1,3,9,53,104,29,42,45,68,36,12,14,9,47,144,0
2025,279,1,35,4,7,27,53,86,21,33,35,50,19,9,16,5,47,148,0
2026,279,23,52,45,19,67,146,242,70,95,104,140,60,50,34,41,106,419,0
2025,280,25,67,37,14,49,166,285,62,104,217,310,77,34,110,72,189,436,0
2026,280,25,59,59,63,187,205,323,101,154,272,408,125,30,88,70,135,700,0
2021,281,29,53,53,178,461,300,630,267,316,50,185,277,52,15,147,117,1401,0
2022,281,29,67,67,232,654,385,722,267,313,55,227,358,99,12,200,164,1733,0
2023,281,6,68,68,245,635,434,767,319,368,63,226,301,99,27,180,168,1922,0
2024,281,6,55,55,182,494,321,595,275,318,46,234,333,101,30,154,118,1463,0
2025,281,6,71,71,233,633,352,687,298,362,57,265,354,95,17,149,140,1701,0
2026,281,6,55,55,191,517,355,614,287,337,41,206,320,86,15,170,132,1570,0
2021,283,22,13,0,0,0,25,35,23,34,24,38,11,5,10,8,18,73,0
2021,284,17,66,66,131,346,122,257,51,71,81,299,203,72,15,91,112,688,0
2023,284,10,72,36,150,378,85,162,58,71,80,245,252,97,10,112,133,678,0
2024,284,20,81,63,283,705,162,299,86,114,63,234,216,107,36,113,166,1259,0
2025,284,18,62,10,174,438,76,155,49,63,32,196,225,73,17,99,114,723,0
2026,284,18,64,64,196,503,78,152,69,90,60,220,271,90,25,94,159,813,0
2021,285,7,60,60,119,302,101,164,31,41,98,228,102,52,25,48,138,590,0
2022,285,7,80,80,172,435,154,257,56,83,122,253,150,88,39,80,183,880,0
2024,285,3,68,56,117,336,98,175,33,46,109,208,107,56,38,59,150,580,0
2026,285,11,27,0,19,74,11,23,5,5,25,47,20,11,4,16,52,84,0
2021,286,12,66,29,111,286,243,379,80,98,60,161,85,20,6,53,117,899,0
2022,286,27,51,51,108,256,107,209,40,51,18,97,64,13,6,43,79,578,0
2023,286,27,64,0,123,298,116,225,53,70,23,116,91,13,6,58,118,654,0
2025,286,26,42,3,44,101,6,16,3,5,3,19,7,4,2,6,30,147,0
2026,286,26,13,0,16,41,1,2,2,2,1,9,4,3,1,6,8,52,0
2026,288,3,47,9,33,117,64,112,53,59,15,64,70,24,7,47,65,280,0
2021,289,10,63,63,34,126,136,254,70,88,55,393,558,105,52,188,194,444,6
2022,289,10,46,44,16,54,119,203,60,91,45,291,320,61,50,139,136,346,1
