Season_ID,Player_ID,Team_ID,G,GS,ThreeP,ThreePA,TwoP,TwoPA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Trp_Dbl
2024,444,14,21,0,2,15,8,30,12,20,2,11,8,3,2,9,13,34,0
2022,445,1,22,0,3,13,19,28,5,7,2,24,3,3,2,9,9,52,0
2023,445,1,70,6,30,104,128,218,49,78,51,231,83,38,34,41,113,395,0
2024,445,1,56,52,71,200,288,502,107,147,74,414,203,67,47,101,133,896,1
2025,445,1,36,36,44,141,227,401,94,126,62,297,181,56,36,106,67,680,1
2026,445,1,57,57,88,256,394,720,254,324,84,512,453,76,27,194,124,1306,11
2021,447,4,47,18,35,105,98,179,45,64,45,124,53,28,19,45,95,346,0
2022,447,4,55,2,41,108,82,146,53,72,37,133,58,26,22,36,93,340,0
2024,447,28,50,1,12,71,53,118,27,37,18,61,37,19,6,30,52,169,0
2024,448,8,27,0,9,25,6,10,3,4,1,13,21,4,0,9,13,42,0
2025,448,8,49,4,40,101,37,79,6,8,15,56,107,19,5,24,38,200,1
2026,448,8,42,18,42,111,43,91,12,13,18,88,103,13,4,29,38,224,0
2024,449,26,12,0,0,2,4,4,0,0,1,6,2,1,1,2,8,8,0
2021,450,24,27,1,4,17,18,33,5,7,7,30,4,1,5,7,16,53,0
2023,450,12,68,31,54,191,188,317,104,137,129,265,66,21,60,72,153,642,0
2024,450,12,61,14,61,144,173,251,72,104,112,225,63,17,38,44,124,601,0
2025,450,5,64,2,72,222,118,186,72,89,89,268,65,17,44,37,95,524,0
2026,450,5,46,15,72,187,100,164,57,78,84,236,59,23,37,45,92,473,0
2022,451,22,48,45,42,196,156,352,126,163,26,145,209,59,19,143,142,564,0
2023,451,22,53,19,66,202,120,242,86,119,55,106,155,67,27,94,120,524,0
2024,451,22,75,75,153,385,183,329,118,156,48,181,205,106,47,132,205,943,0
2025,451,22,35,35,76,242,121,239,97,110,23,118,129,51,33,102,98,567,0
2026,451,22,39,38,78,239,110,198,77,91,25,123,209,74,32,97,104,531,1
2023,452,21,75,62,73,205,341,589,155,191,84,253,248,103,35,123,191,1056,0
2024,452,21,71,71,103,241,433,752,180,221,37,245,322,80,45,123,175,1355,0
2025,452,21,69,69,124,340,441,828,236,299,59,310,354,111,46,150,158,1490,0
2026,452,21,26,26,20,64,155,301,85,102,17,104,141,33,9,50,54,455,0
2024,453,3,43,3,24,74,52,105,38,46,47,84,45,11,4,19,48,214,0
2025,453,3,79,22,122,362,124,258,135,165,75,195,145,40,5,79,164,749,0
2026,453,3,41,0,40,109,24,64,37,48,8,53,23,16,2,21,48,205,0
2023,454,16,18,0,7,20,30,46,17,22,15,37,12,11,1,6,21,98,0
2024,454,16,26,1,11,31,23,48,18,23,15,22,10,10,5,8,22,97,0
2025,454,19,37,0,26,80,42,78,34,50,27,58,22,23,9,22,46,196,0
2026,454,22,22,0,7,21,9,24,15,18,7,9,8,5,1,7,24,54,0
2021,455,8,48,48,129,316,249,476,133,153,37,157,231,64,13,108,95,1018,0
2023,455,8,65,65,172,432,301,609,180,216,48,209,400,66,16,145,103,1298,1
2024,455,8,59,59,145,341,329,645,157,184,42,200,384,57,39,125,104,1250,0
2025,455,8,67,67,156,397,375,724,218,246,45,216,403,91,33,138,128,1436,0
2026,455,8,59,59,190,441,332,637,269,307,23,232,425,56,22,140,95,1503,0
2025,456,28,75,11,72,223,132,281,53,69,30,85,316,58,10,117,158,533,0
2026,456,28,62,7,68,211,78,186,69,89,22,101,321,59,9,88,124,429,0
2026,457,24,33,0,19,60,67,119,22,31,15,49,61,25,14,21,31,213,0
2022,458,4,31,0,17,49,32,92,27,31,22,30,26,7,1,15,29,142,0
2023,458,4,34,0,33,109,36,84,20,30,8,64,41,14,5,32,49,191,0
2024,458,4,14,0,13,30,5,11,1,2,1,8,6,1,1,2,3,50,0
2021,459,22,41,37,45,104,70,139,70,87,43,123,62,32,7,36,84,345,0
2023,460,23,58,58,161,418,210,424,313,361,40,314,618,71,31,195,112,1216,5
2024,460,13,72,72,186,488,166,334,302,344,34,335,614,77,57,185,127,1192,3
2025,460,13,79,79,235,668,296,627,505,578,55,401,687,118,55,341,162,1802,3
2022,461,3,62,10,23,85,121,222,29,55,51,164,130,30,34,48,162,340,0
2023,461,12,18,1,3,15,19,34,4,8,4,26,15,7,6,8,32,51,0
2025,461,12,12,0,0,3,4,8,0,1,0,6,4,0,2,4,5,8,0
2021,463,10,39,27,12,38,179,330,54,86,55,171,26,11,36,60,121,448,0
2024,463,9,63,6,0,2,187,303,72,102,110,226,54,12,39,66,141,446,0
2026,464,30,32,4,24,84,47,74,23,35,29,82,30,26,16,17,83,189,0
2025,465,28,59,10,105,259,44,88,16,18,37,121,53,17,10,27,92,419,0
2026,465,28,45,2,25,60,28,44,6,9,17,51,17,5,2,15,32,137,0
2022,466,9,13,0,13,39,5,11,1,2,6,26,7,0,7,5,12,50,0
2021,467,8,58,5,79,198,94,176,46,57,85,192,53,26,22,53,144,471,0
2022,467,8,67,8,33,124,126,203,81,93,81,200,59,43,26,57,158,432,0
2023,467,10,57,1,42,111,94,141,52,67,72,133,51,25,23,52,105,366,0
2024,469,12,33,0,22,55,23,55,8,9,12,51,40,15,11,17,29,120,0
2025,469,12,75,5,75,185,95,175,46,69,25,204,110,54,25,78,115,461,0
2026,469,12,62,27,102,283,135,300,113,149,42,267,145,50,22,111,107,689,0
2022,470,29,42,1,28,88,33,63,11,16,5,40,63,17,8,33,47,161,0
2024,470,30,40,0,24,78,74,123,31,36,9,49,126,29,8,50,58,251,0
2021,471,14,12,0,2,6,0,3,0,0,4,17,5,1,1,2,7,6,0
2025,473,23,23,8,51,133,75,141,49,56,13,43,60,15,0,37,37,352,0
2023,474,9,14,0,5,20,12,24,6,6,11,26,4,4,1,3,23,45,0
2024,474,9,17,0,12,31,21,35,5,8,3,30,14,3,13,7,28,83,0
2021,475,15,11,4,17,60,36,65,35,42,17,45,12,12,18,15,42,158,0
2022,475,15,78,78,128,401,302,635,284,345,119,335,86,73,177,130,272,1272,0
2023,475,15,63,63,100,282,316,540,241,306,108,318,60,65,189,107,227,1173,0
2024,475,15,66,66,117,366,399,796,337,417,85,280,154,80,106,160,235,1486,0
2025,475,15,74,74,146,389,446,824,311,398,91,326,148,92,113,153,257,1641,0
2021,476,18,64,30,1,5,142,231,57,102,118,250,76,64,46,53,123,344,0
2022,476,18,74,67,2,14,210,347,86,131,215,409,94,99,46,73,181,512,0
2024,476,14,29,6,8,27,51,87,24,36,41,97,36,36,5,28,43,150,0
2025,476,14,36,2,9,32,50,89,20,36,68,114,41,35,10,29,67,147,0
2026,476,14,52,3,25,82,67,117,30,47,70,174,65,46,17,49,91,239,0
2021,477,29,28,0,12,28,13,24,2,2,9,18,15,7,2,8,17,64,0
2022,478,6,56,56,1,10,368,535,165,233,192,410,92,44,75,94,97,904,0
2023,478,6,68,68,1,10,402,616,162,221,221,445,113,54,84,93,153,969,0
2024,478,6,77,77,0,6,519,813,233,314,243,568,210,53,81,121,147,1271,0
2025,478,6,82,82,0,5,452,635,199,277,216,582,158,77,73,97,127,1103,0
2026,478,6,51,51,1,10,305,471,166,229,133,299,97,50,44,69,92,779,0
2021,479,18,34,7,13,53,56,115,29,48,34,70,24,17,9,28,58,180,0
2022,479,15,37,0,12,47,39,88,16,34,13,35,33,20,5,20,42,130,0
2023,479,1,10,1,1,12,16,31,9,13,10,28,6,6,2,7,14,44,0
2026,481,22,44,0,25,71,50,92,27,37,19,34,51,13,2,24,48,202,0
2023,482,13,14,0,5,18,13,23,0,2,2,20,27,2,0,10,7,41,0
2022,483,24,74,17,2,9,286,449,102,146,163,333,42,22,81,98,181,680,0
2023,483,7,42,7,2,5,78,120,24,41,30,77,11,4,26,36,54,186,0
2024,483,26,46,0,1,7,78,125,26,45,42,84,17,14,20,34,46,185,0
2024,485,28,22,6,10,42,45,82,33,36,16,54,40,10,4,25,28,153,0
2026,486,15,28,3,32,80,37,83,42,51,20,58,99,19,8,30,37,212,0
2026,487,25,19,0,3,23,6,18,2,2,4,15,7,6,0,9,6,23,0
2022,488,5,65,45,36,101,140,224,80,96,91,185,60,67,32,30,132,468,0
2023,488,5,32,1,13,35,48,73,30,45,27,61,23,24,21,20,52,165,0
2026,488,9,62,4,65,182,74,136,78,96,51,123,41,77,20,38,87,421,0
2021,490,19,60,3,6,14,169,266,93,120,92,165,35,25,38,39,101,449,0
2022,490,19,70,28,20,57,225,341,144,188,115,200,43,33,55,54,155,654,0
2023,490,19,47,2,3,29,83,127,58,83,39,93,34,20,19,31,67,233,0
2024,490,14,70,5,0,8,126,167,51,82,69,142,33,34,29,43,123,303,0
2025,490,14,56,35,0,3,161,220,61,98,78,191,58,31,51,43,136,383,0
2026,490,14,53,8,2,2,153,201,60,91,80,132,50,20,33,24,103,372,0
2024,491,8,20,0,3,9,6,6,2,2,2,9,2,2,3,1,9,23,0
2025,491,15,64,2,81,200,76,105,44,56,30,99,38,16,56,34,78,439,0
2026,491,12,63,39,89,281,125,168,64,77,61,182,85,34,120,53,152,581,0
2022,492,13,18,0,6,21,12,25,7,10,2,14,8,4,3,7,9,49,0
2021,494,2,58,58,163,411,375,700,191,250,71,276,195,72,32,158,168,1430,0
2022,494,2,66,66,166,464,410,753,241,318,53,351,231,70,18,178,163,1559,2
2023,494,2,67,67,163,487,516,896,263,344,78,381,232,75,26,197,172,1784,0
2024,494,2,70,70,145,410,482,846,211,300,84,303,249,83,37,166,185,1610,1
2025,494,2,63,63,116,358,402,760,246,322,82,286,286,73,19,162,154,1398,0
2026,494,2,56,56,115,330,480,907,307,395,63,340,283,56,24,200,150,1612,3
2025,495,18,40,4,22,51,34,69,29,37,26,27,26,36,2,8,61,163,0
2026,495,18,56,0,21,74,53,102,37,59,47,54,31,39,8,19,75,206,0
2021,496,21,19,0,0,11,44,77,28,41,21,44,24,13,5,17,19,116,0
2021,499,18,42,0,50,150,92,185,45,55,19,76,62,22,12,28,72,379,0
2022,499,18,62,1,63,160,133,253,72,92,22,101,130,27,10,36,73,527,0
2023,499,18,65,2,67,232,213,393,77,99,36,134,132,42,5,65,101,704,0
2025,501,15,79,74,138,392,149,284,111,135,87,181,135,44,8,69,146,823,0
2026,501,15,61,61,113,321,155,302,119,154,54,146,103,53,8,69,135,768,0
2023,502,21,49,36,46,113,56,121,38,54,44,197,76,28,12,37,111,288,0
2024,502,21,69,1,53,144,42,84,33,41,36,198,110,28,27,34,98,276,0
2025,502,21,47,9,61,153,36,68,23,30,48,214,120,22,29,35,79,278,3
2026,502,21,50,10,69,197,43,79,61,76,27,245,130,27,33,58,99,354,0
2025,503,6,47,3,20,58,44,91,19,24,37,59,44,13,3,26,50,167,0
2026,503,6,58,39,121,264,176,327,73,97,109,197,129,49,24,87,150,788,0
2021,505,2,64,64,187,485,418,833,295,340,50,422,276,75,31,171,122,1692,1
2022,505,2,76,76,230,651,478,913,400,469,85,524,334,75,49,217,174,2046,0
2023,505,2,74,74,240,686,487,873,531,622,78,571,342,78,51,213,160,2225,1
2024,505,2,74,74,229,609,443,817,414,497,67,534,364,75,43,188,145,1987,0
2025,505,2,72,72,250,728,412,737,358,440,48,575,431,76,38,209,157,1932,2
2025,506,7,16,0,4,11,5,12,2,4,1,4,6,2,1,5,9,24,0
2023,507,2,12,0,2,7,6,12,1,2,2,7,11,2,2,4,5,19,0
2025,507,2,16,0,4,18,8,16,5,7,2,11,13,5,1,13,2,33,0
2026,507,11,25,0,8,28,13,26,5,9,2,21,28,5,4,7,16,55,0
2023,508,28,25,0,5,16,20,41,6,9,6,17,31,9,3,5,13,61,0
2024,508,23,12,0,9,19,11,17,3,4,3,17,27,7,1,5,1,52,0
2025,508,23,41,3,28,70,84,160,33,45,12,48,78,24,12,15,29,285,0
2021,509,3,68,38,103,250,158,280,125,161,34,229,108,36,27,54,122,750,0
2022,509,8,75,63,53,168,224,361,165,198,41,190,96,28,27,71,151,772,0
2023,509,8,56,4,30,104,130,224,87,117,38,106,69,18,17,46,99,437,0
2024,509,11,78,6,53,160,114,206,122,149,46,132,70,16,31,46,100,509,0
2025,509,11,32,3,29,79,32,42,21,26,11,47,20,6,4,9,32,172,0
2026,509,11,21,0,11,28,8,14,1,1,3,12,4,1,1,1,5,50,0
2021,512,9,54,54,115,329,285,603,290,343,35,215,152,35,58,109,125,1205,0
2022,512,9,47,47,91,254,207,445,217,259,28,163,111,44,49,85,107,904,0
2023,512,25,63,63,144,359,290,554,278,342,53,230,150,51,53,116,152,1290,0
2024,512,25,54,54,111,276,272,574,255,312,37,154,152,45,34,116,117,1132,0
2025,512,25,47,47,108,296,106,278,141,166,26,137,101,41,46,65,109,677,0
2026,512,25,48,29,109,289,170,339,236,289,46,124,110,33,29,97,119,903,0
2026,513,19,65,44,72,218,251,538,138,174,46,196,209,75,23,149,119,856,0
2022,515,21,49,36,58,165,76,159,40,54,75,199,49,29,15,39,75,366,0
2023,515,21,43,20,37,111,73,137,35,42,71,109,43,24,11,19,71,292,0
2024,515,19,39,1,13,39,32,56,12,16,23,53,21,10,4,16,24,115,0
2025,515,19,66,9,56,164,102,183,46,55,110,205,88,39,7,51,79,418,0
2021,516,12,36,8,52,128,68,148,71,75,25,106,53,34,23,22,72,363,0
2023,517,27,56,53,33,134,217,418,81,116,95,200,142,43,23,97,138,614,0
2024,517,27,74,73,70,227,270,549,111,144,137,339,249,62,40,140,168,861,0
2025,517,27,54,23,28,91,223,378,87,125,127,225,128,45,27,84,131,617,0
2022,518,20,41,5,0,0,39,54,12,29,61,108,21,11,22,20,66,90,0
2023,518,20,52,16,0,1,83,106,12,16,99,143,25,15,28,27,96,178,0
2024,518,20,45,11,0,0,38,55,16,24,56,91,25,8,19,16,45,92,0
2026,518,17,48,8,0,0,85,102,17,29,82,155,52,10,13,48,90,187,0
2024,519,11,14,0,0,2,9,12,2,2,3,10,3,1,2,0,5,20,0
2021,520,30,17,6,11,42,17,53,16,20,4,34,25,12,6,19,31,83,0
2024,520,10,22,0,2,17,9,16,7,11,1,5,5,1,3,2,5,31,0
2024,522,22,18,0,7,25,3,5,2,4,1,6,6,2,2,3,4,29,0
2025,522,22,60,0,55,186,43,76,16,23,20,50,44,13,11,36,68,267,0
2026,522,22,41,0,35,106,34,70,30,32,15,47,34,7,9,8,45,203,0
2021,523,24,60,1,56,151,38,72,4,7,16,76,71,29,9,16,56,248,0
2023,523,17,81,39,142,337,97,228,31,38,35,167,197,66,29,78,158,651,0
2024,523,5,72,0,77,234,61,131,4,7,11,49,94,37,16,36,71,357,0
2025,523,5,36,1,35,105,20,41,8,10,4,35,40,13,3,11,15,153,0
2021,524,16,52,52,25,102,341,634,359,416,94,265,369,108,18,109,71,1116,4
2022,524,16,57,57,27,116,371,713,396,455,102,234,312,94,27,121,88,1219,4
2023,524,16,64,64,36,103,443,785,472,555,141,234,340,117,21,101,80,1466,0
2024,524,16,60,60,60,145,336,648,394,459,105,213,298,79,17,102,68,1246,1
2026,524,10,38,38,32,85,208,377,248,287,88,123,185,55,8,60,46,760,0
2026,526,18,30,1,0,0,40,60,11,17,29,28,7,4,13,8,34,91,0
2022,527,27,54,1,29,89,72,115,34,41,63,75,45,10,14,31,53,265,0
2023,527,24,69,4,21,84,157,253,79,105,119,161,68,16,30,59,126,456,0
2024,527,11,56,3,10,40,96,166,52,65,88,84,65,20,33,31,74,274,0
2025,527,11,42,3,11,26,70,126,27,40,56,81,37,13,10,21,49,200,0
2021,528,3,69,65,211,444,146,263,49,63,43,205,130,46,14,62,141,974,0
2022,528,3,14,14,41,88,15,36,5,6,5,51,14,7,2,16,31,158,0
2023,528,3,74,33,142,333,59,107,18,28,23,141,101,34,13,41,140,562,0
2024,528,9,16,0,10,30,4,9,1,2,3,10,10,3,2,4,19,39,0
2021,529,29,67,30,183,406,92,156,76,90,27,217,318,45,12,117,120,809,0
2022,529,29,45,15,78,225,37,60,17,22,12,119,158,23,5,46,82,325,0
2023,529,17,46,0,83,203,25,45,18,21,13,115,150,33,6,55,74,317,0
2024,529,22,68,0,70,161,29,66,28,34,18,124,203,43,5,67,88,296,0
2025,529,18,19,1,3,15,3,8,0,0,2,9,23,2,0,9,12,15,0
2026,529,18,20,0,2,6,1,2,2,2,0,7,16,7,0,7,6,10,0
2022,531,27,29,0,14,43,6,13,7,13,4,10,9,4,3,2,14,61,0
2021,533,23,51,51,58,154,403,745,471,548,113,426,145,50,69,159,123,1451,0
2022,533,23,68,68,93,251,573,1083,654,803,146,650,284,77,99,214,181,2079,2
2023,533,23,66,66,66,200,662,1128,661,771,113,557,274,66,112,226,205,2183,1
2024,533,23,39,39,54,139,396,712,399,452,95,335,219,46,66,150,112,1353,2
2025,533,23,19,19,23,77,117,238,149,169,36,119,85,14,18,62,42,452,1
2026,533,23,33,33,42,132,255,468,242,282,67,182,130,21,35,98,70,878,1
2023,534,25,19,1,8,35,9,18,3,4,3,14,11,7,9,1,22,45,0
2021,535,1,63,63,83,208,346,563,170,204,118,349,78,34,63,84,193,1111,0
2022,535,1,54,53,64,176,275,468,134,169,93,329,98,33,56,60,164,876,0
2023,535,1,71,71,70,240,289,467,143,178,77,385,85,42,73,79,220,931,0
2024,535,29,68,66,86,232,311,514,147,185,157,418,77,40,61,98,191,1027,0
2025,535,29,40,31,59,148,221,383,139,164,89,238,80,39,40,103,116,758,0
2026,535,13,54,45,74,175,217,345,88,112,78,202,52,45,43,74,145,744,0
2021,536,15,43,0,21,56,48,82,25,30,35,93,47,30,9,18,40,184,0
2022,536,15,72,7,52,126,83,136,27,49,87,242,109,45,22,29,90,349,1
2023,536,15,72,23,60,177,78,143,28,36,64,246,100,77,25,37,112,364,0
2024,536,15,55,23,38,120,50,88,21,25,72,185,110,51,51,46,76,235,0
2025,536,15,46,4,23,62,18,29,7,8,37,114,42,30,14,16,32,112,0
2021,538,11,40,40,79,249,214,477,158,211,17,112,275,42,31,141,46,823,1
2023,538,13,34,3,33,109,105,229,77,113,14,78,178,27,12,80,59,386,0
2026,540,23,11,0,0,5,4,19,2,6,7,9,4,3,2,3,7,10,0
2023,541,30,28,5,17,70,49,101,14,27,10,55,28,10,8,17,48,163,0
2024,541,30,50,6,14,40,48,114,14,24,18,54,32,18,10,13,57,152,0
2025,541,30,34,0,7,29,25,49,9,15,10,28,11,15,6,7,18,80,0
2025,542,12,50,0,15,50,20,42,18,22,23,48,19,18,11,12,41,103,0
2026,542,12,35,21,23,71,47,78,17,35,32,121,41,20,7,29,65,180,0
2023,543,29,18,0,15,63,20,41,2,4,8,31,8,4,3,3,13,87,0
2024,543,29,20,5,32,77,19,33,10,14,7,29,23,4,2,13,29,144,0
2025,543,29,64,18,118,314,86,161,45,53,42,142,68,39,8,36,126,571,0
2026,543,18,21,0,6,24,10,14,5,8,5,12,6,2,1,5,3,43,0
2021,546,15,62,61,21,57,419,686,157,203,253,523,112,35,57,100,179,1058,0
2022,546,19,74,74,57,158,453,780,237,289,226,617,190,41,60,179,247,1314,0
2023,546,19,79,79,38,109,408,707,185,224,225,579,140,20,52,159,245,1115,0
2024,546,19,82,82,37,120,365,599,161,205,186,535,173,32,68,111,218,1002,0
2026,546,8,52,5,6,19,172,291,86,109,81,181,62,14,30,62,112,448,0
2023,547,22,11,0,6,15,16,38,5,9,15,29,6,14,4,4,5,55,0
2024,547,22,58,2,42,112,104,174,59,82,73,187,30,43,70,27,64,393,0
2025,547,22,71,1,39,151,95,173,73,107,120,194,40,61,80,33,90,380,0
2026,547,22,51,0,7,38,39,70,35,58,42,89,22,20,31,18,41,134,0
2022,548,10,70,12,50,149,186,311,130,190,54,180,64,31,22,74,146,652,0
2023,548,10,67,16,54,146,207,351,90,138,70,161,125,41,31,95,157,666,0
2024,548,10,74,46,53,165,403,697,223,299,92,263,163,55,36,122,169,1188,0
2025,548,10,47,10,46,151,212,417,157,235,56,161,104,38,21,71,90,719,0
2025,549,28,63,18,17,70,139,286,60,82,109,202,146,55,34,70,136,389,1
2026,549,28,25,0,0,0,14,28,2,5,12,26,12,4,5,8,13,30,0
2021,550,15,11,0,3,8,5,7,3,5,4,10,1,3,1,7,12,22,0
2024,550,28,26,5,20,60,20,44,15,18,26,56,60,20,20,21,35,115,0
2021,552,22,14,0,10,32,13,22,0,0,4,20,18,2,0,3,11,56,0
2021,553,29,68,1,208,599,249,476,129,144,47,227,168,61,10,115,110,1251,0
2022,553,29,79,1,190,597,276,516,144,174,67,206,194,66,16,129,149,1266,0
2023,553,29,61,61,155,459,303,572,200,245,72,174,270,33,13,186,120,1271,0
2024,553,29,55,19,91,309,246,507,177,201,49,139,277,35,6,146,81,942,1
2025,553,29,37,9,84,232,117,261,114,143,25,93,138,31,9,86,52,600,0
2026,553,20,54,1,62,190,114,219,58,74,41,51,67,22,8,53,93,472,0
2023,555,30,62,7,38,118,120,235,53,69,57,148,168,58,26,57,95,407,0
2025,555,14,29,5,26,68,37,76,9,11,38,74,42,30,11,26,43,161,0
2026,555,24,54,4,85,239,98,210,31,43,103,153,121,80,11,53,102,482,0
2024,557,19,67,10,109,298,65,158,67,80,29,119,70,19,7,40,72,524,0
2025,557,19,56,9,110,332,97,224,80,98,25,133,66,30,23,58,51,604,0
2026,557,19,40,0,30,101,26,76,14,18,14,48,27,8,7,23,22,156,0
2021,558,18,51,2,33,92,67,150,23,30,21,87,193,51,6,51,44,256,0
2022,558,18,62,3,27,85,61,115,30,40,22,72,180,57,10,38,54,233,0
2023,558,18,43,0,24,78,37,67,15,18,15,47,148,32,4,33,28,161,0
2024,558,18,56,0,42,89,28,56,13,18,18,54,110,35,7,19,31,195,0
2026,558,27,31,0,11,31,12,29,4,5,4,17,23,13,1,12,10,61,0
2025,560,13,37,0,8,38,50,96,28,35,23,35,34,17,5,26,26,152,0
2026,560,13,42,0,27,76,107,178,101,126,35,91,82,31,7,46,42,396,0
2021,561,17,30,2,28,62,34,73,19,25,9,51,7,16,7,24,22,171,0
2022,561,17,62,13,79,227,107,235,36,43,37,184,59,25,17,57,78,487,0
2021,562,10,51,7,97,276,108,198,105,119,15,77,99,26,9,51,86,612,0
2022,562,10,76,51,211,580,263,478,246,266,34,226,304,60,23,187,206,1405,0
2023,562,10,82,43,214,637,336,641,361,415,32,193,369,63,21,252,214,1675,0
2024,562,30,78,66,184,564,306,622,192,219,32,180,343,86,25,188,244,1356,0
2025,562,30,68,68,235,622,222,435,242,274,31,172,303,86,27,204,201,1391,0
2026,562,19,33,6,84,247,59,135,88,100,8,61,101,20,12,59,77,458,0
2025,564,2,52,1,15,55,15,28,7,12,23,46,19,12,11,17,30,82,0
2026,564,2,56,20,38,95,75,122,35,46,76,158,42,41,24,32,118,299,0
2022,565,19,54,1,32,110,99,184,36,53,25,75,152,71,7,40,73,330,0
2023,565,19,61,10,83,247,118,242,65,80,28,113,186,67,10,81,125,550,0
2024,565,19,56,0,78,207,64,138,35,52,25,103,117,59,15,40,89,397,0
2025,565,19,56,23,111,309,93,212,60,74,27,109,259,74,14,86,91,579,0
2022,566,11,74,2,56,189,168,311,83,113,52,134,150,65,13,114,97,587,0
2023,566,11,64,2,21,89,132,240,45,60,20,51,73,33,15,60,59,372,0
2025,566,16,14,0,2,11,9,20,4,6,0,9,8,5,3,6,2,28,0
2022,567,21,54,54,56,213,225,457,56,79,98,323,345,51,20,171,88,674,4
2023,567,21,76,76,76,234,463,884,106,145,148,451,469,57,31,211,143,1260,4
2024,567,21,80,80,82,243,320,604,100,124,111,403,386,51,44,168,111,986,3
2025,567,5,70,69,105,278,266,520,175,224,127,439,503,84,45,202,122,1022,7
2026,567,5,41,38,74,198,177,351,150,197,50,285,346,41,16,148,66,726,8
2021,568,7,39,5,4,25,38,68,13,23,28,50,28,16,3,17,35,101,0
2022,568,7,67,3,28,78,102,178,31,45,52,109,79,45,14,44,115,319,0
2023,568,7,60,21,68,169,137,213,68,94,55,127,103,42,5,72,156,546,0
2024,568,7,57,33,72,187,107,187,39,57,40,144,130,47,9,60,107,469,0
2025,568,4,68,67,97,248,83,173,49,72,56,116,108,74,15,70,165,506,0
2026,568,4,40,0,45,103,23,37,23,26,35,47,39,25,5,25,47,204,0
2021,569,21,21,1,4,37,26,62,22,44,6,53,28,4,1,25,37,86,0
2021,570,19,47,4,63,193,88,151,69,89,53,324,109,38,12,49,111,434,0
2024,570,20,81,42,80,258,215,421,91,115,128,547,331,75,23,118,171,761,6
2025,570,20,77,77,84,252,320,518,159,205,161,576,453,119,27,158,201,1051,9
2026,570,20,52,38,76,200,160,280,71,101,72,317,268,58,17,102,127,619,2
2021,571,9,62,25,77,257,219,450,159,218,57,197,143,53,47,142,178,828,0
2023,573,18,15,0,2,6,16,30,8,8,5,20,5,4,6,3,10,46,0
2024,573,18,32,0,4,10,13,26,12,14,4,13,8,5,5,2,10,50,0
2025,573,18,46,0,14,43,30,47,17,19,12,35,18,15,12,11,34,119,0
2021,574,18,59,37,29,108,73,146,83,108,63,93,63,54,28,43,123,316,0
2022,574,18,49,6,14,47,28,57,35,51,29,41,25,26,12,23,53,133,0
2023,574,24,72,26,66,197,96,217,139,192,109,142,105,56,34,63,114,529,0
2024,574,24,60,11,29,94,57,112,76,102,74,80,64,48,24,36,68,277,0
2026,574,11,59,29,55,137,52,108,34,57,66,96,49,52,12,36,92,303,0
2021,575,7,59,56,88,267,176,351,99,108,51,144,153,61,24,79,130,715,0
2024,575,16,43,6,66,190,88,157,51,54,18,103,105,24,14,36,76,425,0
2022,576,27,50,16,42,137,59,133,44,59,32,81,81,20,23,57,79,288,0
2021,577,17,59,56,111,283,303,540,107,136,73,195,357,96,37,127,98,1046,0
2022,577,17,67,64,132,321,346,633,137,180,69,232,457,108,29,183,133,1225,0
2023,577,17,67,65,158,411,332,612,152,177,79,262,495,79,25,197,116,1290,0
2024,577,2,69,69,138,322,193,367,60,72,84,289,333,61,53,124,108,860,0
2025,577,2,62,62,108,306,146,267,70,77,76,189,239,66,27,77,101,686,0
2026,577,25,35,33,86,226,132,242,62,76,51,109,224,42,3,102,55,584,0
2022,578,4,33,0,7,27,17,28,12,20,11,32,19,8,11,10,26,67,0
2023,578,4,69,8,39,123,56,115,33,47,36,116,36,22,23,44,66,262,0
2024,578,4,63,3,28,81,52,102,11,20,43,103,29,11,27,15,60,199,0
2021,579,10,53,16,37,92,84,117,22,31,29,206,150,41,26,61,111,301,0
2022,579,10,73,6,28,87,87,148,40,70,28,148,127,48,17,68,115,298,0
2024,579,26,11,0,1,4,2,8,0,0,4,10,4,1,1,2,11,7,0
2021,580,18,52,6,55,168,75,131,60,97,45,160,35,19,7,27,52,375,0
2023,580,28,42,10,17,67,31,47,9,16,27,96,25,16,6,15,43,122,0
2024,581,30,19,0,11,29,18,35,5,9,10,16,16,3,1,8,14,74,0
2024,582,27,74,59,101,277,63,125,75,92,42,164,103,48,42,57,77,504,0
2025,582,27,82,29,178,480,98,185,85,94,67,251,111,61,35,74,114,815,0
2026,582,27,63,49,157,404,74,126,100,120,55,314,94,49,27,56,100,719,0
2024,583,5,40,0,12,38,20,39,13,19,12,24,13,7,7,10,40,89,0
2025,583,5,79,5,50,153,78,134,60,76,67,102,39,38,20,27,108,366,0
2024,584,8,50,0,41,138,41,84,22,31,5,56,47,17,7,23,54,227,0
2025,584,8,65,4,94,269,116,217,74,90,17,125,83,39,16,57,151,588,0
2026,584,8,41,12,36,109,69,120,48,60,10,75,44,20,4,28,56,294,0
2021,585,20,71,71,160,389,442,932,348,429,84,639,427,64,18,241,225,1712,6
2022,585,20,72,72,120,390,392,856,303,401,125,591,370,53,39,245,205,1447,1
2023,585,20,77,77,218,636,440,796,402,531,141,626,316,49,21,216,233,1936,0
2024,585,20,46,46,76,244,319,592,236,302,99,324,229,25,12,159,125,1102,1
