"",Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
441,2024,2024-12-26,"MIA 89, ORL 88",8.7,80.3,7.8,T. Herro: +56.3%,B. Adebayo: -21.0%
442,2024,2024-12-26,"BKN 111, MIL 105",8.3,83.6,6.7,S. Milton: +32.0%,B. Simmons: -18.2%
443,2024,2024-12-26,"OKC 120, IND 114",8.1,86.4,3.8,S. Gilgeous-Alexander: +59.9%,M. Turner: -5.2%
444,2024,2024-12-26,"CHI 133, ATL 141",6.3,63.2,343.8,J. Johnson: +31.4%,T. Horton-Tucker: -6.4%
445,2024,2024-12-26,"DET 114, SAC 113",6.2,60.5,150.5,J. Ivey: +73.0%,C. Cunningham: -7.1%
446,2024,2024-12-26,"TOR 126, MEM 155",4.5,54.4,1.0,R. Barrett: +21.8%,J. LaRavia: -4.3%
447,2024,2024-12-26,"HOU 128, NOP 111",2.9,43.1,1.0,J. Green: +18.6%,J. Hawkins: -7.0%
448,2024,2024-12-27,"MIN 113, HOU 112",7.9,81.7,624.0,A. Edwards: +44.0%,F. VanVleet: -34.7%
449,2024,2024-12-27,"SAS 96, BKN 87",5.3,73.2,3.5,J. Champagnie: +17.8%,D. Finney-Smith: -14.2%
450,2024,2024-12-27,"GSW 92, LAC 102",5.3,66.0,1.5,I. Zubac: +15.3%,D. Schröder: -16.0%
451,2024,2024-12-27,"NYK 108, ORL 85",5.2,74.8,1.9,J. Brunson: +14.1%,T. da Silva: -17.7%
452,2024,2024-12-27,"DAL 98, PHX 89",4.6,64.3,1.0,K. Durant: +13.3%,B. Beal: -15.2%
453,2024,2024-12-27,"MEM 132, NOP 124",4.6,58.3,1.0,J. Morant: +18.0%,D. Murray: -15.4%
454,2024,2024-12-27,"CLE 149, DEN 135",4.2,59.1,1.5,D. Mitchell: +24.5%,R. Westbrook: -7.3%
455,2024,2024-12-27,"IND 105, BOS 142",2.4,35.4,1.0,J. Brown: +20.4%,M. Turner: -8.1%
456,2024,2024-12-28,"PHX 105, GSW 109",10.5,90.2,13.1,J. Kuminga: +35.6%,S. Curry: -39.7%
457,2024,2024-12-28,"NYK 136, WAS 132",10.4,86.2,22.4,J. Brunson: +75.2%,B. Coulibaly: -13.6%
458,2024,2024-12-28,"MIL 111, CHI 116",10.2,90.8,4.1,D. Lillard: +33.3%,Z. LaVine: -23.5%
459,2024,2024-12-28,"PHI 114, UTA 111",9.8,89.9,4.3,T. Maxey: +38.8%,W. Kessler: -19.2%
460,2024,2024-12-28,"MIA 110, ATL 120",7.5,87.1,1.7,D. Hunter: +44.5%,T. Young: -24.0%
461,2024,2024-12-28,"SAC 122, LAL 132",5.4,73.4,1.5,D. DeRozan: +23.6%,D. Fox: -7.5%
462,2024,2024-12-28,"DAL 122, POR 126",5.0,60.1,1.0,K. Irving: +31.3%,K. Thompson: -8.7%
463,2024,2024-12-28,"DET 121, DEN 134",4.6,61.3,1.8,M. Porter Jr.: +24.1%,S. Fontecchio: -7.3%
464,2024,2024-12-28,"OKC 106, CHA 94",3.7,55.0,1.0,A. Wiggins: +14.4%,M. Bridges: -6.0%
465,2024,2024-12-29,"SAS 110, MIN 112",9.1,87.0,4.5,H. Barnes: +33.1%,A. Edwards: -27.9%
466,2024,2024-12-29,"MIA 104, HOU 100",9.0,89.5,6.2,N. Jovi?: +32.7%,A. Sengun: -25.1%
467,2024,2024-12-29,"BKN 101, ORL 102",6.7,57.6,284.7,J. Wilson: +49.4%,K. Caldwell-Pope: -19.2%
468,2024,2024-12-29,"IND 123, BOS 114",6.0,74.2,1.4,T. Haliburton: +25.8%,T. McConnell: -10.7%
469,2024,2024-12-29,"ATL 136, TOR 107",4.2,55.9,1.0,T. Young: +16.7%,G. Dick: -10.9%
470,2024,2024-12-29,"MEM 106, OKC 130",2.8,41.9,1.8,S. Gilgeous-Alexander: +16.2%,I. Hartenstein: -8.5%
471,2024,2024-12-30,"LAC 116, NOP 113",10.1,89.6,6.2,J. Harden: +23.2%,D. Murray: -31.0%
472,2024,2024-12-30,"CHI 115, CHA 108",9.9,83.1,3.2,M. Williams: +37.6%,V. Mici?: -30.2%
473,2024,2024-12-30,"DEN 132, UTA 121",6.9,82.8,2.0,M. Porter Jr.: +14.6%,K. George: -15.1%
474,2024,2024-12-30,"NYK 126, WAS 106",6.0,77.0,1.8,J. Hart: +26.3%,B. Coulibaly: -11.7%
475,2024,2024-12-30,"DAL 100, SAC 110",5.7,75.5,4.6,D. Fox: +22.9%,M. Monk: -19.4%
476,2024,2024-12-30,"PHI 125, POR 103",3.8,56.9,1.2,J. Embiid: +11.2%,P. George: -8.4%
477,2024,2024-12-30,"CLE 113, GSW 95",3.7,55.1,1.7,D. Garland: +11.5%,D. Green: -12.8%
478,2024,2024-12-31,"MEM 117, PHX 112",8.6,80.2,1.0,L. Kennard: +25.5%,D. Booker: -17.1%
479,2024,2024-12-31,"MIL 120, IND 112",8.6,81.6,21.2,G. Trent Jr.: +34.1%,D. Lillard: -13.2%
480,2024,2024-12-31,"MIN 105, OKC 113",6.2,74.5,4.9,S. Gilgeous-Alexander: +32.0%,C. Wallace: -10.3%
481,2024,2024-12-31,"CLE 122, LAL 110",5.9,77.5,1.2,J. Allen: +19.7%,D. Knecht: -6.5%
482,2024,2024-12-31,"TOR 71, BOS 125",3.6,54.6,1.3,J. Holiday: +14.3%,S. Barnes: -11.5%
483,2024,2024-12-31,"LAC 86, SAS 122",2.3,40.6,1.0,V. Wembanyama: +13.9%,I. Zubac: -4.9%
484,2024,2025-01-01,"PHI 107, SAC 113",7.8,82.4,26.6,D. Fox: +27.0%,D. Sabonis: -23.8%
485,2024,2025-01-01,"ORL 96, DET 105",5.8,67.2,1.0,J. Duren: +16.8%,A. Thompson: -19.5%
486,2024,2025-01-01,"BKN 113, TOR 130",5.5,80.3,2.1,S. Barnes: +28.3%,B. Simmons: -9.9%
487,2024,2025-01-01,"CHI 107, WAS 125",5.4,69.2,1.2,J. Champagnie: +14.7%,M. Brogdon: -7.2%
488,2024,2025-01-01,"UTA 103, NYK 119",5.4,70.3,2.0,K. Towns: +16.5%,S. Mykhailiuk: -11.8%
489,2024,2025-01-01,"NOP 108, MIA 119",5.0,67.3,1.0,T. Herro: +25.0%,H. Highsmith: -8.8%
490,2024,2025-01-01,"ATL 120, DEN 139",4.4,64.3,1.6,D. Hunter: +12.2%,D. Daniels: -9.3%
491,2024,2025-01-01,"DAL 99, HOU 110",4.3,64.8,2.4,C. Whitmore: +16.4%,K. Irving: -5.6%
492,2024,2025-01-02,"BOS 118, MIN 115",6.7,79.9,1.9,D. White: +32.4%,A. Edwards: -1.7%
493,2024,2025-01-02,"POR 106, LAL 114",5.7,72.8,2.0,L. James: +32.3%,S. Sharpe: -15.9%
494,2024,2025-01-02,"BKN 113, MIL 110",4.7,53.7,1.7,C. Thomas: +14.2%,G. Antetokounmpo: -31.6%
495,2024,2025-01-02,"LAC 98, OKC 116",4.1,62.1,4.7,S. Gilgeous-Alexander: +18.7%,N. Powell: -29.9%
496,2024,2025-01-02,"IND 128, MIA 115",2.6,44.1,1.2,T. Haliburton: +14.2%,N. Jovi?: -4.3%
497,2024,2025-01-02,"PHI 105, GSW 139",2.6,43.9,1.0,S. Curry: +11.9%,C. Martin: -6.4%
498,2024,2025-01-03,"SAS 113, DEN 110",10.0,91.9,12.9,M. Porter Jr.: +29.6%,N. Joki?: -20.9%
499,2024,2025-01-03,"CHA 94, DET 98",8.4,86.4,5.4,T. Harris: +22.8%,M. Bridges: -27.9%
500,2024,2025-01-03,"MEM 133, SAC 138",7.8,81.2,1.4,M. Monk: +35.7%,J. Konchar: -8.8%
501,2024,2025-01-03,"NYK 107, OKC 117",7.5,83.6,6.4,A. Wiggins: +61.6%,I. Hartenstein: -13.7%
502,2024,2025-01-03,"WAS 120, NOP 132",6.9,83.2,2.0,C. McCollum: +44.7%,J. Valan?i?nas: -16.0%
503,2024,2025-01-03,"ATL 102, LAL 119",5.8,74.5,1.3,L. James: +19.0%,D. Hunter: -19.0%
504,2024,2025-01-03,"BOS 109, HOU 86",4.3,65.4,1.2,P. Pritchard: +14.6%,A. Sengun: -10.2%
505,2024,2025-01-03,"ORL 106, TOR 97",3.3,53.5,1.1,T. da Silva: +21.5%,I. Quickley: -9.6%
506,2024,2025-01-03,"CLE 134, DAL 122",3.3,45.8,1.4,E. Mobley: +18.2%,S. Dinwiddie: -12.1%
507,2024,2025-01-04,"DEN 122, SAS 111",10.4,83.6,10.2,N. Joki?: +30.1%,C. Paul: -23.2%
508,2024,2025-01-04,"POR 105, MIL 102",9.5,93.8,3.7,A. Simons: +53.2%,D. Lillard: -24.3%
509,2024,2025-01-04,"MEM 113, GSW 121",7.4,83.4,1.1,L. Waters III: +24.9%,J. Wells: -13.6%
510,2024,2025-01-04,"NYK 126, CHI 139",5.6,72.3,4.3,Z. LaVine: +19.9%,J. Hart: -12.7%
511,2024,2025-01-04,"PHX 108, IND 126",5.3,75.9,1.3,M. Turner: +13.8%,B. Beal: -6.5%
512,2024,2025-01-04,"MIN 105, DET 119",3.8,50.4,1.0,A. Edwards: +24.3%,R. Gobert: -11.9%
513,2024,2025-01-04,"ATL 105, LAC 131",3.1,47.9,1.1,A. Coffey: +13.8%,D. Hunter: -9.7%
514,2024,2025-01-04,"PHI 123, BKN 94",2.8,45.8,1.9,C. Martin: +13.3%,K. Johnson: -7.5%
515,2024,2025-01-04,"UTA 136, MIA 100",2.8,46.1,1.7,B. Sensabaugh: +10.1%,B. Adebayo: -10.1%
516,2024,2025-01-05,"BOS 92, OKC 105",7.0,82.4,5.3,A. Wiggins: +17.6%,D. White: -17.4%
517,2024,2025-01-05,"LAL 115, HOU 119",6.2,67.3,1.2,J. Green: +28.3%,D. Knecht: -5.5%
518,2024,2025-01-05,"UTA 105, ORL 92",5.3,71.9,1.9,B. Sensabaugh: +14.0%,I. Collier: -16.2%
519,2024,2025-01-05,"NOP 110, WAS 98",3.8,52.5,1.4,C. McCollum: +14.9%,K. George: -9.7%
520,2024,2025-01-05,"CHA 105, CLE 115",3.4,47.3,1.2,B. Miller: +21.9%,L. Ball: -7.6%
521,2024,2025-01-05,"SAC 129, GSW 99",2.4,38.8,1.0,D. Sabonis: +14.6%,D. Schröder: -7.0%
522,2024,2025-01-06,"MIA 118, SAC 123",13.4,80.3,146.1,D. Sabonis: +43.2%,J. Jaquez Jr.: -32.7%
523,2024,2025-01-06,"POR 115, DET 118",9.3,87.2,10.1,T. Hardaway Jr.: +56.0%,S. Henderson: -12.4%
524,2024,2025-01-06,"LAC 106, MIN 108",9.3,82.9,9.2,A. Edwards: +62.8%,R. Gobert: -22.4%
525,2024,2025-01-06,"SAS 110, CHI 114",7.5,67.4,28.9,C. White: +30.8%,D. Vassell: -31.9%
526,2024,2025-01-06,"DAL 104, MEM 119",6.5,77.5,3.2,J. Jackson Jr.: +15.7%,P. Washington: -10.9%
527,2024,2025-01-06,"PHX 109, PHI 99",5.9,76.9,2.5,B. Beal: +26.7%,P. George: -15.1%
528,2024,2025-01-06,"ORL 103, NYK 94",5.6,81.2,1.8,W. Carter Jr.: +20.2%,O. Anunoby: -8.4%
529,2024,2025-01-06,"IND 113, BKN 99",4.0,57.4,1.3,B. Mathurin: +12.4%,K. Johnson: -11.7%
530,2024,2025-01-06,"MIL 128, TOR 104",2.6,44.8,1.6,B. Portis: +11.2%,G. Dick: -5.4%
531,2024,2025-01-07,"ATL 124, UTA 121",10.8,92.3,1.6,T. Young: +61.3%,I. Collier: -19.5%
532,2024,2025-01-07,"BOS 118, DEN 106",6.5,82.0,1.4,S. Hauser: +13.4%,P. Pritchard: -11.4%
533,2024,2025-01-07,"MIN 104, NOP 97",6.3,77.0,2.9,A. Edwards: +17.2%,C. McCollum: -17.8%
534,2024,2025-01-07,"MIA 114, GSW 98",6.0,74.6,1.7,S. Curry: +23.8%,L. Waters III: -7.3%
535,2024,2025-01-07,"PHX 104, CHA 115",5.9,75.1,2.3,D. Booker: +19.5%,B. Miller: -7.6%
536,2024,2025-01-07,"LAL 97, DAL 118",5.0,75.3,1.7,J. Hardy: +16.4%,N. Marshall: -7.3%
537,2024,2025-01-07,"HOU 135, WAS 112",4.6,66.0,2.8,C. Kispert: +18.4%,A. Sarr: -23.2%
538,2024,2025-01-08,"OKC 122, CLE 129",8.5,92.7,2.3,C. Wallace: +25.4%,D. Mitchell: -11.5%
539,2024,2025-01-08,"WAS 103, PHI 109",7.8,75.9,2.9,C. Kispert: +30.8%,J. Valan?i?nas: -14.3%
540,2024,2025-01-08,"TOR 98, NYK 112",4.6,67.4,1.3,K. Towns: +20.1%,M. Bridges: -13.5%
541,2024,2025-01-08,"SAS 105, MIL 121",4.2,58.0,1.4,A. Green: +16.2%,B. Portis: -11.9%
542,2024,2025-01-08,"DET 113, BKN 98",4.0,60.0,1.1,N. Clowney: +9.8%,Z. Williams: -13.3%
543,2024,2025-01-08,"LAC 103, DEN 126",2.5,40.9,1.0,M. Porter Jr.: +9.5%,J. Harden: -7.6%
544,2024,2025-01-08,"CHI 113, IND 129",2.4,37.1,1.1,J. Walker: +9.1%,P. Williams: -9.1%
545,2024,2025-01-08,"POR 119, NOP 100",1.7,29.1,1.0,S. Sharpe: +14.4%,J. Hawkins: -6.3%
546,2024,2025-01-09,"HOU 119, MEM 115",8.6,80.3,1.4,F. VanVleet: +23.9%,D. Brooks: -15.8%
547,2024,2025-01-09,"MIA 97, UTA 92",8.5,90.8,2.3,B. Adebayo: +17.8%,D. Robinson: -21.9%
548,2024,2025-01-09,"TOR 126, CLE 132",8.4,88.1,6.1,D. Garland: +39.2%,S. Barnes: -8.7%
549,2024,2025-01-09,"POR 111, DAL 117",7.9,80.9,25.4,P. Washington: +37.5%,K. Thompson: -11.5%
550,2024,2025-01-09,"ATL 115, PHX 123",6.3,82.0,2.1,G. Allen: +26.8%,M. Plumlee: -7.1%
551,2024,2025-01-09,"GSW 107, DET 104",5.7,66.8,1.7,B. Hield: +14.6%,D. Green: -10.0%
552,2024,2025-01-09,"MIN 104, ORL 89",4.5,60.0,1.2,N. Reid: +12.2%,T. da Silva: -9.3%
553,2024,2025-01-10,"MIL 109, ORL 106",8.4,90.1,2.8,P. Banchero: +36.1%,C. Anthony: -14.0%
554,2024,2025-01-10,"SAC 114, BOS 97",6.3,82.9,3.2,D. Carter: +20.2%,J. Tatum: -17.6%
555,2024,2025-01-10,"NOP 123, PHI 115",6.2,77.2,1.4,C. McCollum: +16.3%,D. Murray: -11.4%
556,2024,2025-01-10,"GSW 96, IND 108",5.4,74.5,1.2,P. Siakam: +15.5%,A. Nembhard: -9.6%
557,2024,2025-01-10,"BKN 105, DEN 124",5.1,68.6,1.8,N. Joki?: +22.7%,J. Wilson: -12.8%
558,2024,2025-01-10,"WAS 105, CHI 138",4.0,55.7,1.2,Z. LaVine: +19.5%,P. Williams: -10.5%
559,2024,2025-01-10,"OKC 126, NYK 101",2.1,34.5,1.3,I. Joe: +17.5%,M. Bridges: -8.2%
560,2024,2025-01-11,"MEM 127, MIN 125",10.4,95.2,8.1,J. McDaniels: +30.0%,A. Edwards: -38.0%
561,2024,2025-01-11,"TOR 114, DET 123",8.1,87.0,1.3,T. Hardaway Jr.: +31.5%,R. Barrett: -35.8%
562,2024,2025-01-11,"UTA 106, PHX 114",5.9,73.1,1.0,D. Booker: +15.8%,S. Mykhailiuk: -14.2%
563,2024,2025-01-11,"MIA 119, POR 98",5.3,66.3,1.1,T. Herro: +22.2%,T. Camara: -7.6%
564,2024,2025-01-12,"NOP 119, BOS 120",10.3,93.5,2.3,T. Murphy III: +31.8%,C. McCollum: -25.6%
565,2024,2025-01-12,"SAC 124, CHI 119",9.1,93.3,3.6,D. Fox: +39.1%,P. Williams: -11.5%
566,2024,2025-01-12,"PHI 99, ORL 104",9.1,92.7,4.3,P. George: +32.5%,A. Black: -12.4%
567,2024,2025-01-12,"CHA 113, PHX 120",8.7,89.2,8.7,O. Ighodaro: +33.9%,T. Jones: -13.7%
568,2024,2025-01-12,"DEN 112, DAL 101",6.6,73.8,33.6,P. Watson: +15.5%,Q. Grimes: -10.9%
569,2024,2025-01-12,"IND 108, CLE 93",5.8,78.0,9.2,J. Walker: +11.9%,M. Strus: -11.6%
570,2024,2025-01-12,"MIL 106, NYK 140",3.3,52.0,1.3,J. Brunson: +26.3%,D. Lillard: -3.8%
571,2024,2025-01-12,"OKC 136, WAS 95",2.5,39.5,1.0,S. Gilgeous-Alexander: +8.8%,K. Kuzma: -12.6%
572,2024,2025-01-13,"GSW 101, TOR 104",9.3,94.5,6.1,C. Boucher: +51.4%,B. Hield: -20.5%
573,2024,2025-01-13,"MEM 118, HOU 120",9.1,83.8,21.2,J. Green: +48.5%,J. Morant: -27.9%
574,2024,2025-01-13,"DET 124, NYK 119",8.6,90.5,1.8,M. Bridges: +48.0%,K. Towns: -12.5%
575,2024,2025-01-13,"MIN 120, WAS 106",6.7,79.3,1.5,A. Edwards: +24.6%,D. DiVincenzo: -12.0%
576,2024,2025-01-13,"SAS 126, LAL 102",6.6,79.3,5.6,A. Davis: +21.8%,A. Reaves: -10.3%
577,2024,2025-01-13,"MIA 98, LAC 109",5.0,70.3,3.1,N. Powell: +25.1%,N. Jovi?: -22.7%
578,2024,2025-01-14,"PHX 117, ATL 122",7.7,84.9,4.0,V. Krej?í: +23.4%,B. Beal: -13.5%
579,2024,2025-01-14,"NOP 119, CHI 113",6.9,80.3,3.2,T. Murphy III: +21.8%,J. Giddey: -8.3%
580,2024,2025-01-14,"CLE 127, IND 117",6.4,75.8,1.1,D. Mitchell: +18.6%,A. Nembhard: -12.1%
581,2024,2025-01-14,"BKN 132, POR 114",5.5,69.2,1.1,S. Henderson: +22.0%,D. Clingan: -8.5%
582,2024,2025-01-14,"OKC 118, PHI 102",4.3,55.6,1.0,S. Gilgeous-Alexander: +16.2%,R. Council IV: -12.9%
583,2024,2025-01-14,"SAC 115, MIL 130",2.7,39.9,1.0,B. Lopez: +10.7%,D. Fox: -5.3%
584,2024,2025-01-14,"DEN 118, DAL 99",2.1,37.0,1.1,J. Murray: +19.4%,P. Washington: -7.5%
585,2024,2025-01-15,"DAL 116, NOP 119",9.9,91.7,5.4,J. Green: +44.6%,S. Dinwiddie: -15.0%
586,2024,2025-01-15,"NYK 125, PHI 119",8.5,76.8,1.3,J. Brunson: +40.7%,J. Hart: -7.3%
587,2024,2025-01-15,"CHA 117, UTA 112",7.9,84.5,7.1,M. Williams: +37.7%,N. Smith Jr.: -15.7%
588,2024,2025-01-15,"GSW 116, MIN 115",7.7,69.8,1.0,S. Curry: +56.2%,A. Edwards: -6.5%
589,2024,2025-01-15,"MEM 129, SAS 115",7.5,85.8,4.7,L. Kennard: +21.9%,V. Wembanyama: -15.5%
590,2024,2025-01-15,"MIA 108, LAL 117",6.8,85.3,5.8,L. James: +25.1%,S. Milton: -3.2%
591,2024,2025-01-15,"BOS 97, TOR 110",5.8,75.8,1.8,P. Pritchard: +22.4%,S. Hauser: -10.8%
592,2024,2025-01-15,"HOU 128, DEN 108",2.8,47.2,1.0,J. Green: +15.7%,R. Westbrook: -6.9%
593,2024,2025-01-15,"BKN 67, LAC 126",2.5,44.1,1.1,J. Harden: +10.6%,D. Sharpe: -9.3%
594,2024,2025-01-15,"ORL 93, MIL 122",2.1,37.6,1.1,B. Portis: +5.5%,P. Banchero: -9.2%
595,2024,2025-01-16,"HOU 127, SAC 132",9.9,83.0,1.5,M. Monk: +38.5%,C. Whitmore: -7.6%
596,2024,2025-01-16,"IND 111, DET 100",5.3,65.9,1.3,M. Turner: +17.3%,C. Cunningham: -14.3%
597,2024,2025-01-16,"PHX 130, WAS 123",3.2,44.1,1.0,K. George: +19.6%,K. Kuzma: -5.4%
598,2024,2025-01-16,"LAC 118, POR 89",2.4,42.4,1.0,N. Powell: +7.9%,A. Simons: -11.2%
599,2024,2025-01-16,"CLE 114, OKC 134",2.0,32.7,1.2,S. Gilgeous-Alexander: +13.5%,D. Mitchell: -6.9%
600,2024,2025-01-17,"BKN 101, LAL 102",8.3,92.7,1.6,A. Reaves: +49.0%,M. Christie: -14.2%
601,2024,2025-01-17,"CHA 125, CHI 123",8.2,83.3,2.6,N. Vu?evi?: +31.8%,J. Giddey: -17.4%
602,2024,2025-01-17,"OKC 98, DAL 106",7.4,82.5,2.0,N. Marshall: +29.4%,J. Williams: -23.1%
603,2024,2025-01-17,"MIN 116, NYK 99",6.3,79.0,1.2,N. Reid: +30.1%,J. Randle: -10.9%
604,2024,2025-01-17,"MEM 140, SAS 112",5.2,74.1,2.5,S. Aldama: +21.5%,T. Jones: -7.9%
605,2024,2025-01-17,"DEN 133, MIA 113",3.8,59.9,1.1,N. Joki?: +20.4%,B. Adebayo: -3.2%
606,2024,2025-01-17,"UTA 123, NOP 136",3.8,49.1,1.2,C. McCollum: +16.3%,I. Collier: -6.6%
607,2024,2025-01-17,"TOR 112, MIL 130",3.7,50.8,1.0,D. Lillard: +20.0%,S. Barnes: -14.2%
608,2024,2025-01-17,"ORL 94, BOS 121",3.4,53.7,1.1,J. Tatum: +22.9%,P. Banchero: -4.6%
609,2024,2025-01-18,"ATL 119, BOS 115",12.6,88.0,29.9,T. Young: +63.5%,J. Tatum: -25.0%
610,2024,2025-01-18,"PHX 125, DET 121",9.4,93.1,3.0,K. Durant: +39.6%,C. Cunningham: -26.0%
611,2024,2025-01-18,"WAS 114, GSW 122",8.3,87.4,3.3,J. Poole: +36.1%,B. Coulibaly: -28.2%
612,2024,2025-01-18,"PHI 102, IND 115",6.3,78.4,1.7,A. Bona: +13.1%,B. Mathurin: -10.7%
613,2024,2025-01-18,"HOU 125, POR 103",5.2,68.1,1.6,J. Green: +11.7%,S. Sharpe: -12.7%
614,2024,2025-01-18,"CLE 124, MIN 117",5.2,73.3,2.3,R. Gobert: +17.4%,N. Alexander-Walker: -13.4%
615,2024,2025-01-19,"PHI 109, MIL 123",5.6,76.1,1.6,G. Antetokounmpo: +24.3%,J. Dowtin Jr.: -5.1%
616,2024,2025-01-19,"CHI 102, POR 113",5.6,73.1,3.7,S. Henderson: +14.6%,T. Camara: -10.3%
617,2024,2025-01-19,"DEN 113, ORL 100",5.3,71.7,2.6,M. Porter Jr.: +18.2%,P. Banchero: -16.5%
618,2024,2025-01-19,"WAS 100, SAC 123",4.5,61.4,1.4,K. Ellis: +18.4%,K. Kuzma: -10.3%
619,2024,2025-01-19,"SAS 107, MIA 128",3.7,59.8,3.3,D. Robinson: +17.0%,V. Wembanyama: -12.0%
620,2024,2025-01-19,"LAL 102, LAC 116",3.2,52.5,1.2,I. Zubac: +10.1%,L. James: -7.4%
621,2024,2025-01-19,"BKN 101, OKC 127",2.6,41.6,1.0,I. Joe: +16.8%,L. Dort: -7.0%
622,2024,2025-01-20,"UTA 119, NOP 123",9.9,62.3,35.5,C. McCollum: +55.5%,I. Collier: -34.5%
623,2024,2025-01-20,"DAL 105, CHA 110",9.6,92.1,4.0,D. Gafford: +35.7%,P. Washington: -17.7%
624,2024,2025-01-20,"MIN 106, MEM 108",8.4,82.9,8.8,R. Dillingham: +27.7%,A. Edwards: -17.3%
625,2024,2025-01-20,"ATL 110, NYK 119",7.3,82.5,2.7,J. Brunson: +27.5%,B. Bogdanovi?: -15.1%
626,2024,2025-01-20,"DET 107, HOU 96",5.8,74.7,1.5,J. Duren: +8.6%,J. Green: -13.1%
627,2024,2025-01-20,"CHI 112, LAC 99",5.0,65.2,1.9,Z. LaVine: +22.6%,K. Porter Jr.: -9.2%
628,2024,2025-01-20,"PHX 92, CLE 118",3.2,51.8,1.1,S. Merrill: +7.2%,D. Booker: -13.0%
629,2024,2025-01-20,"BOS 125, GSW 85",2.6,47.4,1.1,J. Holiday: +11.7%,A. Wiggins: -7.9%
630,2024,2025-01-21,"NYK 99, BKN 95",8.1,83.5,1.7,K. Johnson: +13.8%,N. Claxton: -24.9%
631,2024,2025-01-21,"WAS 88, LAL 111",4.5,62.9,1.2,D. Finney-Smith: +17.0%,C. Carrington: -12.0%
632,2024,2025-01-21,"ORL 93, TOR 109",4.5,63.4,5.1,R. Barrett: +12.9%,A. Black: -8.7%
633,2024,2025-01-21,"POR 116, MIA 107",3.9,62.3,2.2,D. Ayton: +14.3%,T. Rozier: -5.4%
634,2024,2025-01-21,"PHI 109, DEN 144",3.4,53.3,1.1,J. Strawther: +17.5%,J. Murray: -6.1%
635,2024,2025-01-22,"CLE 108, HOU 109",10.8,86.3,6.3,D. Garland: +23.3%,D. Mitchell: -34.8%
636,2024,2025-01-22,"BOS 117, LAC 113",9.0,85.0,3.6,D. Jones Jr.: +36.8%,T. Mann: -23.1%
637,2024,2025-01-22,"UTA 114, OKC 123",8.3,87.0,2.0,J. Williams: +25.4%,I. Collier: -25.2%
638,2024,2025-01-22,"GSW 117, SAC 123",7.9,79.5,11.0,D. DeRozan: +25.2%,D. Schröder: -16.2%
639,2024,2025-01-22,"MIN 115, DAL 114",7.4,82.8,2.2,M. Conley: +32.1%,Q. Grimes: -11.2%
640,2024,2025-01-22,"DET 114, ATL 104",3.2,47.0,1.2,M. Beasley: +10.9%,B. Bogdanovi?: -8.7%
641,2024,2025-01-22,"CHA 120, MEM 132",2.2,36.8,1.0,L. Kennard: +11.1%,L. Ball: -8.9%
642,2024,2025-01-23,"TOR 122, ATL 119",9.6,83.0,7.3,B. Bogdanovi?: +22.8%,T. Young: -21.6%
643,2024,2025-01-23,"DAL 121, OKC 115",6.9,78.0,2.5,S. Dinwiddie: +30.5%,B. Williams: -4.9%
644,2024,2025-01-23,"CHI 106, GSW 131",5.2,67.5,2.6,Z. LaVine: +15.8%,B. Hield: -9.7%
645,2024,2025-01-23,"POR 101, ORL 79",4.8,70.9,1.7,T. da Silva: +9.2%,P. Banchero: -19.2%
646,2024,2025-01-23,"SAC 123, DEN 132",4.1,51.3,1.2,N. Joki?: +17.6%,D. Fox: -7.7%
647,2024,2025-01-23,"SAS 140, IND 110",4.1,61.3,1.5,H. Barnes: +18.1%,M. Turner: -8.6%
648,2024,2025-01-23,"MIA 96, MIL 125",3.6,56.1,2.8,G. Trent Jr.: +20.4%,T. Rozier: -4.5%
649,2024,2025-01-23,"BOS 96, LAL 117",3.3,52.1,1.0,A. Reaves: +12.3%,J. Holiday: -7.5%
650,2024,2025-01-23,"WAS 93, LAC 110",2.5,38.4,1.0,D. Jones Jr.: +11.0%,K. George: -8.2%
651,2024,2025-01-24,"CLE 129, PHI 132",9.0,86.9,4.0,T. Jerome: +56.1%,J. Allen: -16.9%
652,2024,2025-01-24,"POR 102, CHA 97",7.5,83.8,3.4,A. Simons: +26.8%,N. Smith Jr.: -15.1%
653,2024,2025-01-24,"NOP 126, MEM 139",6.3,77.7,3.7,L. Kennard: +33.8%,J. Huff: -3.2%
654,2024,2025-01-25,"PHI 109, CHI 97",7.8,89.4,2.9,T. Maxey: +25.8%,P. Williams: -23.2%
655,2024,2025-01-25,"HOU 135, CLE 131",7.3,65.5,1.5,D. Garland: +30.6%,T. Jerome: -11.5%
656,2024,2025-01-25,"MIL 117, LAC 127",6.8,84.9,2.4,J. Harden: +35.7%,R. Rollins: -9.3%
657,2024,2025-01-25,"DET 113, ORL 121",6.7,83.8,3.0,F. Wagner: +19.2%,J. Duren: -5.6%
658,2024,2025-01-25,"LAL 118, GSW 108",5.6,78.1,1.6,D. Knecht: +14.8%,S. Curry: -20.1%
659,2024,2025-01-25,"IND 136, SAS 98",5.4,68.0,1.2,T. Haliburton: +33.7%,J. Sochan: -15.9%
660,2024,2025-01-25,"SAC 120, NYK 143",5.2,67.1,1.1,O. Anunoby: +25.2%,D. Fox: -13.5%
661,2024,2025-01-25,"MIA 106, BKN 97",5.0,69.0,1.2,D. Russell: +13.8%,J. Wilson: -17.9%
