"",Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
220,2024,2024-11-20,"IND 113, HOU 130",4.7,65.5,1.3,A. Sengun: +16.2%,D. Brooks: -15.4%
221,2024,2024-11-20,"ORL 93, LAC 104",4.5,69.5,1.2,J. Harden: +12.4%,K. Dunn: -9.9%
222,2024,2024-11-20,"NOP 100, CLE 128",3.1,49.9,1.0,T. Jerome: +17.9%,B. Boston Jr.: -8.4%
223,2024,2024-11-20,"NYK 138, PHX 122",3.0,42.0,1.0,J. Brunson: +17.1%,G. Allen: -7.5%
224,2024,2024-11-20,"ATL 97, GSW 120",2.8,39.4,1.1,S. Curry: +6.2%,B. Bogdanovi?: -11.9%
225,2024,2024-11-21,"ORL 119, LAL 118",10.2,92.4,32.3,F. Wagner: +77.1%,A. Reaves: -24.3%
226,2024,2024-11-21,"DET 121, CHA 123",9.7,74.6,3.1,T. Harris: +19.5%,M. Beasley: -28.2%
227,2024,2024-11-21,"MIN 105, TOR 110",7.8,89.2,3.5,R. Barrett: +25.7%,D. Mitchell: -16.4%
228,2024,2024-11-21,"UTA 118, SAS 126",7.8,74.2,12.8,C. Paul: +21.9%,I. Collier: -22.6%
229,2024,2024-11-22,"DAL 123, DEN 120",8.8,77.3,5.5,N. Marshall: +30.9%,K. Irving: -28.2%
230,2024,2024-11-22,"GSW 112, NOP 108",7.9,84.4,1.8,A. Wiggins: +15.7%,D. Green: -14.9%
231,2024,2024-11-22,"BOS 108, WAS 96",7.3,84.8,2.9,S. Hauser: +17.3%,J. Tatum: -16.1%
232,2024,2024-11-22,"BKN 98, PHI 113",7.1,84.3,3.4,C. Johnson: +47.2%,E. Gordon: -13.8%
233,2024,2024-11-22,"ATL 122, CHI 136",4.7,62.4,1.4,A. Dosunmu: +18.1%,D. Daniels: -15.5%
234,2024,2024-11-22,"IND 117, MIL 129",4.1,57.5,1.0,G. Trent Jr.: +20.5%,B. Mathurin: -7.2%
235,2024,2024-11-22,"SAC 88, LAC 104",3.6,51.1,1.4,D. Fox: +7.2%,K. Huerter: -9.0%
236,2024,2024-11-22,"POR 88, HOU 116",3.0,43.0,1.7,J. Green: +14.1%,A. Simons: -7.6%
237,2024,2024-11-23,"POR 104, HOU 98",9.9,91.9,2.6,A. Simons: +43.2%,F. VanVleet: -20.2%
238,2024,2024-11-23,"GSW 94, SAS 104",6.3,71.4,33.2,V. Wembanyama: +17.9%,S. Curry: -13.1%
239,2024,2024-11-23,"CHA 119, MIL 125",5.7,68.4,1.1,D. Lillard: +25.5%,M. Diabaté: -7.5%
240,2024,2024-11-23,"MEM 142, CHI 131",5.3,69.7,1.0,S. Pippen Jr.: +28.9%,J. LaRavia: -8.7%
241,2024,2024-11-23,"NYK 106, UTA 121",5.2,68.3,1.3,L. Markkanen: +31.2%,M. Bridges: -15.1%
242,2024,2024-11-23,"DET 100, ORL 111",5.0,69.9,1.4,M. Wagner: +13.4%,R. Holland II: -11.6%
243,2024,2024-11-23,"DEN 127, LAL 102",4.7,65.3,3.0,M. Porter Jr.: +23.1%,L. James: -11.0%
244,2024,2024-11-24,"DAL 118, MIA 123",12.4,90.8,8.3,J. Butler: +47.1%,S. Dinwiddie: -30.4%
245,2024,2024-11-24,"BKN 108, SAC 103",7.0,77.8,2.5,C. Thomas: +29.3%,Z. Williams: -10.4%
246,2024,2024-11-24,"MIN 105, BOS 107",6.8,76.9,1.6,J. Brown: +34.9%,N. Reid: -12.0%
247,2024,2024-11-24,"WAS 103, IND 115",6.6,85.2,1.4,O. Toppin: +19.0%,K. Kuzma: -11.8%
248,2024,2024-11-24,"TOR 108, CLE 122",5.4,63.8,1.1,D. Mitchell: +19.9%,G. Niang: -13.8%
249,2024,2024-11-24,"LAC 125, PHI 99",2.5,43.5,1.1,D. Jones Jr.: +10.8%,C. Martin: -7.0%
250,2024,2024-11-25,"TOR 100, DET 102",10.6,93.5,4.4,J. Ivey: +53.2%,M. Beasley: -25.2%
251,2024,2024-11-25,"NOP 110, IND 114",8.6,88.0,1.6,T. Haliburton: +38.3%,J. Green: -10.4%
252,2024,2024-11-25,"BKN 128, GSW 120",7.7,80.1,16.9,D. Schröder: +38.7%,D. Green: -7.8%
253,2024,2024-11-25,"DAL 129, ATL 119",7.6,87.5,4.1,K. Irving: +29.8%,D. Hunter: -12.4%
254,2024,2024-11-25,"ORL 95, CHA 84",6.9,84.2,3.5,S. Curry: +11.4%,J. Green: -16.4%
255,2024,2024-11-25,"OKC 130, SAC 109",5.2,70.7,1.4,K. Williams: +14.1%,D. Fox: -17.7%
256,2024,2024-11-25,"POR 98, MEM 123",4.4,58.5,1.0,J. Morant: +17.4%,A. Simons: -14.8%
257,2024,2024-11-25,"LAC 94, BOS 126",2.7,42.1,1.2,P. Pritchard: +13.5%,K. Dunn: -6.0%
258,2024,2024-11-25,"NYK 145, DEN 118",2.3,37.7,1.2,O. Anunoby: +16.2%,R. Westbrook: -7.6%
259,2024,2024-11-26,"HOU 117, MIN 111",10.1,81.4,13.4,A. Thompson: +50.0%,A. Edwards: -28.1%
260,2024,2024-11-26,"MIL 106, MIA 103",6.8,72.2,1.0,T. Rozier: +40.1%,G. Trent Jr.: -17.8%
261,2024,2024-11-26,"SAS 128, UTA 115",6.8,83.1,2.3,V. Wembanyama: +24.6%,L. Markkanen: -9.8%
262,2024,2024-11-26,"LAL 100, PHX 127",4.5,64.4,1.3,A. Reaves: +13.8%,C. Reddish: -5.3%
263,2024,2024-11-26,"CHI 127, WAS 108",3.9,56.0,2.5,C. White: +15.1%,C. Kispert: -8.8%
264,2024,2024-11-27,"OKC 105, GSW 101",9.5,80.6,3.0,K. Anderson: +19.4%,J. Kuminga: -27.5%
265,2024,2024-11-27,"HOU 122, PHI 115",9.4,82.3,2.1,T. Maxey: +32.3%,J. McCain: -27.1%
266,2024,2024-11-27,"ATL 135, CLE 124",8.1,86.2,4.0,D. Hunter: +27.7%,G. Niang: -11.1%
267,2024,2024-11-27,"MIA 98, CHA 94",7.3,66.0,3.3,T. Salaün: +38.0%,B. Miller: -29.6%
268,2024,2024-11-27,"POR 114, IND 121",7.2,81.6,2.6,P. Siakam: +26.3%,M. Turner: -11.4%
269,2024,2024-11-27,"SAC 115, MIN 104",7.1,82.9,21.6,M. Monk: +36.2%,K. Huerter: -14.3%
270,2024,2024-11-27,"BKN 127, PHX 117",5.0,70.7,1.9,T. Martin: +28.7%,K. Durant: -5.3%
271,2024,2024-11-27,"LAL 119, SAS 101",4.5,64.7,1.5,A. Davis: +18.2%,L. James: -12.8%
272,2024,2024-11-27,"TOR 119, NOP 93",3.8,55.4,1.8,O. Agbaji: +24.3%,D. Murray: -14.6%
273,2024,2024-11-27,"DEN 122, UTA 103",3.7,55.4,2.4,N. Joki?: +16.2%,I. Collier: -8.6%
274,2024,2024-11-27,"DET 111, MEM 131",3.4,50.0,2.6,M. Smart: +18.8%,D. Bane: -10.3%
275,2024,2024-11-27,"LAC 121, WAS 96",3.3,49.1,1.0,J. Harden: +21.2%,J. Poole: -20.1%
276,2024,2024-11-27,"CHI 119, ORL 133",2.7,41.6,1.0,J. Suggs: +14.5%,W. Carter Jr.: -3.8%
277,2024,2024-11-27,"NYK 114, DAL 129",2.6,45.3,1.2,S. Dinwiddie: +14.1%,O. Anunoby: -12.2%
278,2024,2024-11-29,"LAC 92, MIN 93",9.1,89.2,3.2,I. Zubac: +22.7%,K. Dunn: -41.5%
279,2024,2024-11-29,"NYK 99, CHA 98",8.4,89.5,4.0,J. Brunson: +38.9%,O. Anunoby: -17.9%
280,2024,2024-11-29,"OKC 101, LAL 93",8.2,91.0,1.8,S. Gilgeous-Alexander: +48.6%,L. James: -27.6%
281,2024,2024-11-29,"BOS 138, CHI 129",7.7,85.0,2.8,P. Pritchard: +63.1%,J. Brown: -11.5%
282,2024,2024-11-29,"TOR 111, MIA 121",5.8,76.6,1.9,J. Butler: +24.6%,C. Boucher: -10.4%
283,2024,2024-11-29,"NOP 109, MEM 120",5.3,65.1,1.1,S. Aldama: +17.7%,D. Murray: -8.5%
284,2024,2024-11-29,"CLE 101, ATL 117",4.7,66.6,1.8,D. Hunter: +20.2%,D. Mitchell: -19.0%
285,2024,2024-11-29,"SAC 106, POR 115",4.7,66.8,2.0,D. Avdija: +11.9%,K. Murray: -11.5%
286,2024,2024-11-29,"DET 130, IND 106",3.5,54.4,1.5,M. Beasley: +14.2%,B. Mathurin: -6.0%
287,2024,2024-11-29,"ORL 123, BKN 100",3.1,49.7,1.5,K. Caldwell-Pope: +18.4%,K. Johnson: -11.2%
288,2024,2024-11-30,"ATL 107, CHA 104",9.3,86.4,2.4,D. Hunter: +41.9%,T. Salaün: -17.8%
289,2024,2024-11-30,"WAS 114, MIL 124",7.0,81.9,1.5,G. Antetokounmpo: +25.1%,A. Jackson Jr.: -20.8%
290,2024,2024-11-30,"DAL 106, UTA 94",6.2,72.4,1.0,W. Kessler: +12.1%,K. George: -19.5%
291,2024,2024-11-30,"GSW 105, PHX 113",5.3,69.5,1.3,G. Allen: +19.6%,J. Kuminga: -10.3%
292,2024,2024-11-30,"PHI 111, DET 96",3.6,49.4,1.0,K. Martin: +13.8%,T. Hardaway Jr.: -9.2%
293,2024,2024-12-01,"OKC 116, HOU 119",10.5,93.1,3.8,F. VanVleet: +40.8%,T. Eason: -16.2%
294,2024,2024-12-01,"DAL 137, POR 131",8.7,87.1,2.2,D. Avdija: +41.1%,M. Kleber: -7.0%
295,2024,2024-12-01,"SAS 127, SAC 125",8.5,85.5,4.5,V. Wembanyama: +37.5%,S. Castle: -23.3%
296,2024,2024-12-01,"DEN 122, LAC 126",8.5,87.6,4.3,N. Powell: +40.0%,I. Zubac: -18.1%
297,2024,2024-12-01,"BOS 111, CLE 115",8.3,80.3,18.3,D. Mitchell: +68.1%,E. Mobley: -11.6%
298,2024,2024-12-01,"LAL 105, UTA 104",7.8,91.7,1.9,A. Davis: +28.4%,D. Knecht: -8.8%
299,2024,2024-12-01,"ORL 100, BKN 92",7.5,88.5,1.8,K. Caldwell-Pope: +26.8%,F. Wagner: -25.4%
300,2024,2024-12-01,"MIA 116, TOR 119",6.6,78.7,1.8,R. Barrett: +32.5%,B. Adebayo: -18.2%
301,2024,2024-12-01,"IND 121, MEM 136",5.6,66.3,6.8,T. McConnell: +11.9%,M. Turner: -8.1%
302,2024,2024-12-01,"NOP 85, NYK 118",1.6,28.7,1.1,M. Bridges: +10.5%,D. Murray: -7.0%
303,2024,2024-12-02,"NOP 112, ATL 124",7.6,84.5,2.6,D. Hunter: +27.6%,D. Murray: -28.9%
304,2024,2024-12-02,"BKN 102, CHI 128",3.9,57.1,1.7,N. Vu?evi?: +17.3%,J. Wilson: -4.8%
305,2024,2024-12-02,"LAL 80, MIN 109",3.7,59.0,1.3,N. Reid: +10.6%,L. James: -23.4%
306,2024,2024-12-02,"MIA 89, BOS 108",3.5,55.0,1.5,P. Pritchard: +16.9%,B. Adebayo: -12.8%
307,2024,2024-12-03,"GSW 115, DEN 119",8.3,87.8,19.6,N. Joki?: +34.6%,S. Curry: -17.1%
308,2024,2024-12-03,"MEM 116, DAL 121",8.0,75.9,26.2,S. Dinwiddie: +36.2%,K. Irving: -30.6%
309,2024,2024-12-03,"PHI 110, CHA 104",7.4,70.2,1.3,B. Miller: +42.9%,J. Green: -16.6%
310,2024,2024-12-03,"HOU 111, SAC 120",5.9,68.4,3.3,M. Monk: +16.3%,A. Thompson: -13.4%
311,2024,2024-12-03,"SAS 93, PHX 104",5.3,67.7,1.0,T. Jones: +16.9%,H. Barnes: -13.5%
312,2024,2024-12-03,"IND 111, TOR 122",5.0,57.4,1.0,O. Agbaji: +13.2%,B. Mathurin: -11.1%
313,2024,2024-12-03,"POR 105, LAC 127",4.7,68.5,1.2,N. Powell: +14.0%,A. Simons: -21.4%
314,2024,2024-12-03,"UTA 106, OKC 133",3.4,50.8,1.9,J. Williams: +17.3%,A. Wiggins: -9.0%
315,2024,2024-12-03,"MIL 128, DET 107",3.0,47.6,1.4,D. Lillard: +14.9%,I. Stewart: -7.3%
316,2024,2024-12-03,"ORL 106, NYK 121",2.4,37.3,1.7,M. McBride: +11.9%,J. Suggs: -6.2%
317,2024,2024-12-03,"WAS 87, CLE 118",2.4,41.8,1.0,S. Merrill: +7.3%,J. Poole: -8.6%
318,2024,2024-12-04,"ORL 106, PHI 102",7.4,84.4,1.9,J. Isaac: +16.8%,A. Bona: -5.3%
319,2024,2024-12-04,"ATL 119, MIL 104",5.2,63.1,2.0,B. Bogdanovi?: +9.8%,B. Portis: -9.8%
320,2024,2024-12-04,"IND 90, BKN 99",4.9,63.2,1.3,C. Johnson: +18.4%,B. Mathurin: -20.9%
321,2024,2024-12-04,"DET 120, BOS 130",4.5,53.7,1.0,T. Harris: +21.1%,J. Duren: -11.1%
322,2024,2024-12-04,"LAL 93, MIA 134",2.6,44.6,1.2,L. James: +11.1%,A. Davis: -5.9%
323,2024,2024-12-04,"MIN 108, LAC 80",1.7,28.3,1.1,J. Randle: +11.9%,J. Harden: -9.2%
324,2024,2024-12-05,"SAC 110, MEM 115",9.7,90.7,3.8,S. Aldama: +30.7%,S. Pippen Jr.: -20.2%
325,2024,2024-12-05,"PHX 124, NOP 126",9.3,88.1,4.2,C. McCollum: +51.0%,B. Beal: -8.4%
326,2024,2024-12-05,"HOU 93, GSW 99",7.0,82.3,1.7,J. Kuminga: +31.0%,J. Green: -17.8%
327,2024,2024-12-05,"DEN 114, CLE 126",5.1,64.4,1.3,D. Garland: +19.2%,C. Braun: -6.9%
328,2024,2024-12-05,"CHI 139, SAS 124",3.9,49.2,1.0,N. Vu?evi?: +18.3%,S. Castle: -2.4%
329,2024,2024-12-05,"CHA 101, NYK 125",3.7,61.6,2.6,J. Brunson: +24.0%,K. Simpson: -8.2%
330,2024,2024-12-05,"DAL 137, WAS 101",2.9,44.5,1.1,K. Irving: +11.9%,B. Coulibaly: -12.9%
331,2024,2024-12-05,"OKC 129, TOR 92",2.1,36.0,1.1,I. Joe: +7.7%,J. Walter: -6.8%
332,2024,2024-12-06,"LAL 132, ATL 134",13.6,95.1,7.6,D. Hunter: +51.5%,J. Johnson: -18.1%
333,2024,2024-12-06,"MIL 105, BOS 111",8.7,93.5,3.3,J. Tatum: +51.4%,D. White: -20.9%
334,2024,2024-12-06,"IND 132, CHI 123",6.4,75.5,1.6,O. Toppin: +20.3%,J. Giddey: -8.4%
335,2024,2024-12-06,"MIN 107, GSW 90",5.7,72.0,1.6,A. Edwards: +14.2%,G. Payton II: -11.4%
336,2024,2024-12-06,"ORL 94, PHI 102",5.6,74.8,1.5,K. Martin: +22.0%,A. Black: -14.1%
337,2024,2024-12-06,"SAC 140, SAS 113",4.5,62.6,2.8,D. Sabonis: +22.1%,S. Castle: -6.5%
338,2024,2024-12-06,"UTA 141, POR 99",2.3,37.8,1.0,J. Collins: +11.5%,D. Avdija: -4.5%
339,2024,2024-12-07,"MEM 127, BOS 121",8.6,82.4,2.4,J. Jackson Jr.: +43.4%,J. Tatum: -19.8%
340,2024,2024-12-07,"DEN 113, WAS 122",6.7,72.1,1.2,J. Poole: +24.2%,R. Westbrook: -8.2%
341,2024,2024-12-07,"PHX 111, MIA 121",6.3,78.0,1.9,J. Butler: +27.4%,B. Beal: -12.2%
342,2024,2024-12-07,"CLE 116, CHA 102",5.6,65.4,1.0,E. Mobley: +23.3%,C. Martin: -12.7%
343,2024,2024-12-07,"DET 120, NYK 111",5.0,67.3,1.0,C. Cunningham: +19.8%,J. Ivey: -14.7%
344,2024,2024-12-07,"DAL 125, TOR 118",4.5,56.3,1.4,K. Irving: +19.8%,O. Agbaji: -8.2%
345,2024,2024-12-07,"OKC 119, NOP 109",2.1,33.6,1.0,S. Gilgeous-Alexander: +11.3%,C. McCollum: -7.9%
346,2024,2024-12-08,"NOP 116, SAS 121",9.2,84.8,5.2,V. Wembanyama: +41.9%,D. Murray: -25.5%
347,2024,2024-12-08,"MIN 106, GSW 114",8.7,89.4,4.2,B. Hield: +25.5%,A. Edwards: -17.8%
348,2024,2024-12-08,"PHX 110, ORL 115",8.5,87.4,4.8,J. Suggs: +37.7%,M. Morris: -9.6%
349,2024,2024-12-08,"CHA 113, IND 109",7.9,90.0,1.1,T. McConnell: +36.3%,T. Haliburton: -14.5%
350,2024,2024-12-08,"MIL 118, BKN 113",7.9,87.9,8.1,B. Portis: +60.9%,D. Lillard: -20.0%
351,2024,2024-12-08,"PHI 108, CHI 100",5.8,71.5,2.6,J. Smith: +13.3%,J. Giddey: -12.7%
352,2024,2024-12-08,"CLE 113, MIA 122",5.5,74.4,1.6,T. Herro: +27.2%,D. Mitchell: -11.8%
353,2024,2024-12-08,"POR 98, LAL 107",5.5,74.2,2.1,D. Russell: +26.4%,J. Grant: -16.0%
354,2024,2024-12-08,"HOU 117, LAC 106",5.2,66.5,1.4,J. Green: +14.3%,K. Dunn: -4.0%
355,2024,2024-12-08,"MEM 140, WAS 112",3.2,46.0,1.2,J. Jackson Jr.: +13.4%,C. Carrington: -9.0%
356,2024,2024-12-08,"UTA 97, SAC 141",3.1,50.4,1.0,K. Huerter: +15.6%,L. Markkanen: -7.5%
357,2024,2024-12-08,"DEN 141, ATL 111",2.7,43.7,1.0,N. Joki?: +15.5%,T. Young: -8.2%
358,2024,2024-12-09,"NYK 113, TOR 108",9.4,95.5,2.4,M. Bridges: +48.3%,K. Olynyk: -10.4%
359,2024,2024-12-10,"ORL 109, MIL 114",9.7,89.2,4.9,D. Lillard: +44.3%,C. Anthony: -15.0%
360,2024,2024-12-10,"DAL 104, OKC 118",5.0,68.6,1.6,S. Gilgeous-Alexander: +26.9%,L. Don?i?: -17.9%
361,2024,2024-12-11,"GSW 90, HOU 91",8.6,88.8,54.6,J. Green: +27.2%,F. VanVleet: -27.1%
362,2024,2024-12-11,"ATL 108, NYK 100",6.5,77.8,3.4,J. Hart: +16.3%,Z. Risacher: -12.2%
363,2024,2024-12-12,"SAC 111, NOP 109",7.0,83.4,1.9,D. Sabonis: +28.9%,D. Murray: -25.2%
364,2024,2024-12-12,"TOR 104, MIA 114",5.0,66.6,4.7,T. Herro: +19.5%,R. Barrett: -26.4%
365,2024,2024-12-12,"DET 99, BOS 123",3.0,52.8,1.1,L. Kornet: +8.9%,C. Cunningham: -5.8%
366,2024,2024-12-13,"SAS 118, POR 116",8.5,81.3,102.1,J. Grant: +69.1%,T. Camara: -9.9%
367,2024,2024-12-13,"WAS 105, CLE 115",7.4,84.9,2.1,J. Allen: +19.0%,J. Poole: -17.6%
368,2024,2024-12-13,"PHX 134, UTA 126",6.8,81.9,2.2,T. Jones: +26.0%,C. Sexton: -12.6%
369,2024,2024-12-13,"LAL 87, MIN 97",6.2,74.5,1.0,J. McDaniels: +11.2%,R. Hachimura: -16.7%
370,2024,2024-12-13,"BKN 119, MEM 135",5.8,69.0,1.2,S. Aldama: +17.7%,J. LaRavia: -8.3%
371,2024,2024-12-13,"IND 121, PHI 107",5.6,69.4,1.5,O. Toppin: +22.9%,A. Nembhard: -5.9%
372,2024,2024-12-13,"LAC 98, DEN 120",4.6,69.2,1.8,M. Porter Jr.: +12.3%,J. Harden: -24.2%
373,2024,2024-12-13,"CHA 95, CHI 109",4.6,60.1,1.1,M. Williams: +10.5%,B. Miller: -15.8%
374,2024,2024-12-14,"ATL 102, MIL 110",8.0,88.9,1.6,G. Antetokounmpo: +32.2%,K. Middleton: -21.1%
375,2024,2024-12-14,"HOU 96, OKC 111",6.5,81.0,2.0,S. Gilgeous-Alexander: +27.8%,F. VanVleet: -20.4%
376,2024,2024-12-15,"DAL 143, GSW 133",6.4,68.8,1.0,L. Don?i?: +39.8%,S. Dinwiddie: -9.6%
377,2024,2024-12-15,"POR 109, PHX 116",6.0,77.0,2.0,D. Booker: +18.4%,D. Banton: -8.7%
378,2024,2024-12-15,"MIN 106, SAS 92",5.4,68.6,1.2,H. Barnes: +11.4%,S. Castle: -19.9%
379,2024,2024-12-15,"NYK 100, ORL 91",5.2,71.2,1.4,M. Wagner: +22.6%,J. Suggs: -24.8%
380,2024,2024-12-15,"MEM 110, LAL 116",4.3,52.3,1.0,A. Davis: +20.3%,J. Morant: -10.3%
381,2024,2024-12-15,"BOS 112, WAS 98",3.9,50.1,1.6,S. Hauser: +6.6%,J. Brown: -9.3%
382,2024,2024-12-15,"NOP 104, IND 119",3.4,50.0,1.4,O. Toppin: +11.1%,H. Jones: -9.7%
383,2024,2024-12-16,"DEN 130, SAC 129",9.3,78.4,30.9,J. Murray: +56.2%,D. DeRozan: -10.1%
384,2024,2024-12-16,"MIA 124, DET 125",8.9,65.9,45.1,T. Hardaway Jr.: +22.7%,T. Herro: -27.2%
385,2024,2024-12-16,"CHI 122, TOR 121",6.9,72.8,1.3,G. Dick: +17.6%,K. Olynyk: -6.8%
386,2024,2024-12-16,"PHI 121, CHA 108",5.6,68.1,1.0,P. George: +21.3%,V. Mici?: -9.9%
387,2024,2024-12-16,"CLE 130, BKN 101",1.7,26.4,1.5,C. LeVert: +6.8%,B. Simmons: -6.0%
388,2024,2024-12-16,"UTA 107, LAC 144",1.3,24.0,1.0,J. Harden: +17.0%,K. George: -6.7%
389,2024,2024-12-19,"ATL 126, SAS 133",13.3,93.1,5.5,D. Vassell: +45.6%,V. Krej?í: -18.7%
390,2024,2024-12-19,"DEN 124, POR 126",8.4,81.2,2.8,A. Simons: +47.6%,A. Gordon: -27.5%
391,2024,2024-12-19,"BKN 101, TOR 94",8.3,89.5,6.3,C. Johnson: +38.4%,J. Mogbo: -17.9%
392,2024,2024-12-19,"CHA 114, WAS 123",8.0,86.3,2.9,J. Poole: +26.0%,C. Carrington: -11.5%
393,2024,2024-12-19,"CHI 117, BOS 108",7.4,86.6,2.5,Z. LaVine: +31.5%,L. Ball: -11.4%
394,2024,2024-12-19,"LAL 113, SAC 100",6.8,85.8,1.6,G. Vincent: +20.8%,A. Davis: -14.1%
395,2024,2024-12-19,"LAC 118, DAL 95",5.5,74.6,2.1,N. Powell: +20.9%,D. Gafford: -10.6%
396,2024,2024-12-19,"OKC 105, ORL 99",5.3,72.0,1.3,A. Black: +25.1%,J. Suggs: -11.1%
397,2024,2024-12-19,"IND 120, PHX 111",4.8,67.5,1.7,M. Turner: +15.8%,T. Jones: -7.2%
398,2024,2024-12-19,"UTA 126, DET 119",4.3,47.7,1.2,C. Sexton: +16.0%,T. Harris: -6.2%
399,2024,2024-12-19,"NOP 113, HOU 133",2.8,44.2,1.3,D. Brooks: +14.4%,C. McCollum: -8.1%
400,2024,2024-12-19,"NYK 133, MIN 107",2.5,39.6,1.9,M. Bridges: +11.8%,A. Edwards: -3.5%
401,2024,2024-12-19,"GSW 93, MEM 144",1.9,32.0,1.0,S. Aldama: +7.2%,S. Curry: -10.5%
402,2024,2024-12-20,"OKC 104, MIA 97",6.5,76.6,1.4,L. Dort: +17.6%,J. Jaquez Jr.: -9.4%
403,2024,2024-12-20,"CHA 98, PHI 108",4.2,53.7,1.0,K. Oubre Jr.: +20.8%,P. George: -7.9%
404,2024,2024-12-20,"MIL 101, CLE 124",2.7,44.0,1.1,D. Mitchell: +13.3%,A. Jackson Jr.: -7.9%
405,2024,2024-12-21,"LAL 103, SAC 99",7.9,89.0,1.4,L. James: +15.2%,M. Monk: -25.9%
406,2024,2024-12-21,"GSW 113, MIN 103",7.1,75.3,1.3,T. Jackson-Davis: +24.5%,M. Conley: -11.1%
407,2024,2024-12-21,"NYK 104, NOP 93",6.1,76.7,8.0,J. Brunson: +36.8%,Y. Missi: -12.5%
408,2024,2024-12-21,"DET 133, PHX 125",6.0,68.4,1.1,M. Beasley: +14.6%,M. Morris: -4.6%
409,2024,2024-12-21,"LAC 97, DAL 113",5.5,71.1,1.1,Q. Grimes: +19.9%,J. Harden: -15.9%
410,2024,2024-12-21,"MIA 114, ORL 121",5.1,52.4,177.6,G. Bitadze: +31.4%,J. Howard: -15.2%
411,2024,2024-12-21,"BOS 123, CHI 98",5.1,68.4,1.3,J. Tatum: +24.0%,D. White: -17.1%
412,2024,2024-12-21,"UTA 105, BKN 94",5.0,71.1,1.9,S. Mykhailiuk: +13.5%,C. Johnson: -18.2%
413,2024,2024-12-21,"WAS 101, MIL 112",4.1,58.1,1.4,B. Portis: +17.6%,M. Brogdon: -11.1%
414,2024,2024-12-21,"PHI 99, CLE 126",3.9,55.4,2.3,D. Garland: +22.3%,A. Drummond: -6.2%
415,2024,2024-12-21,"POR 94, SAS 114",3.8,57.1,1.1,S. Sharpe: +17.0%,J. Grant: -13.6%
416,2024,2024-12-21,"MEM 128, ATL 112",2.3,38.4,1.0,S. Pippen Jr.: +10.4%,L. Nance Jr.: -6.0%
417,2024,2024-12-22,"DEN 132, NOP 129",11.4,79.4,25.5,Y. Missi: +32.3%,D. Murray: -45.2%
418,2024,2024-12-22,"HOU 114, TOR 110",7.6,82.2,5.2,J. Walter: +21.1%,S. Barnes: -24.3%
419,2024,2024-12-22,"IND 122, SAC 95",5.2,72.7,2.2,B. Sheppard: +17.6%,D. Sabonis: -15.2%
420,2024,2024-12-23,"LAC 114, MEM 110",10.9,93.1,3.8,N. Powell: +30.9%,J. Jackson Jr.: -21.1%
421,2024,2024-12-23,"SAS 106, PHI 111",9.4,86.7,2.8,T. Maxey: +43.4%,J. Champagnie: -12.1%
422,2024,2024-12-23,"IND 111, GSW 105",8.4,89.5,2.5,M. Turner: +30.2%,S. Curry: -30.1%
423,2024,2024-12-23,"UTA 113, CLE 124",7.8,81.2,1.5,D. Mitchell: +26.6%,W. Kessler: -6.6%
424,2024,2024-12-23,"BOS 104, ORL 108",7.3,79.5,8.0,T. da Silva: +26.3%,A. Horford: -15.0%
425,2024,2024-12-23,"MIN 104, ATL 117",7.2,85.7,2.3,G. Mathews: +41.9%,A. Edwards: -14.9%
426,2024,2024-12-23,"DET 117, LAL 114",6.8,85.0,2.1,M. Beasley: +28.5%,C. Cunningham: -14.8%
427,2024,2024-12-23,"WAS 105, OKC 123",6.2,74.4,2.0,S. Gilgeous-Alexander: +30.0%,I. Joe: -11.8%
428,2024,2024-12-23,"BKN 95, MIA 110",5.6,77.4,1.4,N. Clowney: +14.0%,S. Milton: -16.0%
429,2024,2024-12-23,"POR 108, DAL 132",4.0,55.6,1.4,D. Gafford: +15.9%,J. Grant: -7.8%
430,2024,2024-12-23,"PHX 90, DEN 117",3.8,59.7,1.6,N. Joki?: +27.8%,C. Braun: -9.8%
431,2024,2024-12-23,"MIL 112, CHI 91",3.2,50.2,1.3,B. Lopez: +12.6%,A. Dosunmu: -8.1%
432,2024,2024-12-23,"TOR 125, NYK 139",3.0,47.1,1.3,O. Anunoby: +15.6%,J. Brunson: -8.3%
433,2024,2024-12-23,"HOU 114, CHA 101",1.9,32.0,1.0,F. VanVleet: +9.3%,C. Martin: -8.2%
434,2024,2024-12-25,"SAS 114, NYK 117",8.6,92.8,6.2,M. Bridges: +62.6%,J. Brunson: -10.8%
435,2024,2024-12-25,"LAL 115, GSW 113",7.9,80.6,1.9,S. Curry: +60.8%,D. Green: -8.1%
436,2024,2024-12-25,"PHI 118, BOS 114",6.5,78.4,1.7,J. Embiid: +27.2%,P. George: -9.3%
437,2024,2024-12-25,"DEN 100, PHX 110",5.6,80.2,1.2,B. Beal: +18.6%,R. Westbrook: -9.6%
438,2024,2024-12-25,"MIN 105, DAL 99",4.4,58.8,1.5,R. Gobert: +7.4%,S. Dinwiddie: -7.5%
439,2024,2024-12-26,"CHA 110, WAS 113",10.3,78.8,5.3,M. Williams: +34.3%,M. Diabaté: -22.0%
440,2024,2024-12-26,"UTA 120, POR 122",9.3,85.7,8.2,L. Markkanen: +53.3%,I. Collier: -25.5%
