GAME_ID,TEAM1,TEAM2,DATE,PF,3PM,DUNKS,OT,CLUTCH
0022400203,NYK,IND,2024-11-10,42,28,7,0,0
0022400211,LAL,TOR,2024-11-10,38,22,7,0,0
0022400208,DEN,DAL,2024-11-10,33,24,6,0,1
0022400205,CHA,PHI,2024-11-10,45,23,4,1,1
0022400204,WAS,ORL,2024-11-10,46,27,6,0,0
0022400210,POR,MEM,2024-11-10,38,20,10,0,0
0022400202,MIL,BOS,2024-11-10,34,32,8,0,1
0022400201,HOU,DET,2024-11-10,42,18,8,0,1
0022400200,TOR,LAC,2024-11-09,43,21,3,0,1
0022400197,UTA,SAS,2024-11-09,46,27,9,0,1
0022400199,BKN,CLE,2024-11-09,32,25,9,0,1
0022400198,CHI,ATL,2024-11-09,37,22,11,0,1
0022400193,MIN,POR,2024-11-08,38,28,12,0,0
0022400184,CHA,IND,2024-11-08,32,26,2,0,0
0022400190,DAL,PHX,2024-11-08,40,26,7,0,1
0022400195,LAL,PHI,2024-11-08,31,29,7,0,0
0022400188,CLE,GSW,2024-11-08,36,33,8,0,0
0022400196,LAC,SAC,2024-11-08,40,17,8,0,1
0022400191,WAS,MEM,2024-11-08,46,23,15,0,0
0022400192,OKC,HOU,2024-11-08,41,25,4,0,0
0022400185,ATL,DET,2024-11-08,39,28,9,0,1
0022400186,ORL,NOP,2024-11-08,33,18,12,0,0
0022400187,BKN,BOS,2024-11-08,37,24,5,1,1
0022400189,MIL,NYK,2024-11-08,36,21,12,0,0
0022400194,MIA,DEN,2024-11-08,32,38,11,0,0
0022400183,POR,SAS,2024-11-07,29,25,13,0,0
0022400181,MIN,CHI,2024-11-07,37,31,8,0,0
0022400182,MIL,UTA,2024-11-07,40,32,10,0,0
0022400180,TOR,SAC,2024-11-06,36,20,6,0,0
0022400169,DET,CHA,2024-11-06,36,24,13,0,1
0022400179,PHI,LAC,2024-11-06,38,19,14,0,0
0022400171,ATL,NYK,2024-11-06,32,37,10,0,1
0022400170,ORL,IND,2024-11-06,46,19,9,0,1
0022400172,BOS,GSW,2024-11-06,37,33,10,0,1
0022400173,SAS,HOU,2024-11-06,26,24,10,0,0
0022400177,DEN,OKC,2024-11-06,50,32,8,0,1
0022400176,DAL,CHI,2024-11-06,36,24,10,0,0
0022400175,CLE,NOP,2024-11-06,35,30,10,0,0
0022400178,MIA,PHX,2024-11-06,30,31,10,0,1
0022400174,MEM,LAL,2024-11-06,35,32,11,0,0
0022400162,CHA,MIN,2024-11-04,41,28,7,0,0
0022400159,MIA,SAC,2024-11-04,43,25,7,0,1
0022400155,GSW,WAS,2024-11-04,43,22,18,0,0
0022400166,DEN,TOR,2024-11-04,48,23,6,0,1
0022400161,NYK,HOU,2024-11-04,38,19,6,0,1
0022400163,OKC,ORL,2024-11-04,37,17,9,0,0
0022400168,SAS,LAC,2024-11-04,37,30,13,0,0
0022400167,PHI,PHX,2024-11-04,38,31,9,0,1
0022400154,MIL,CLE,2024-11-04,30,34,5,0,1
0022400160,CHI,UTA,2024-11-04,41,30,10,0,0
0022400157,ATL,BOS,2024-11-04,27,24,12,0,0
0022400165,DAL,IND,2024-11-04,34,28,5,0,1
0022400156,DET,LAL,2024-11-04,41,17,8,0,1
0022400158,BKN,MEM,2024-11-04,38,21,13,0,1
0022400164,POR,NOP,2024-11-04,35,20,6,0,0
0022400153,DAL,ORL,2024-11-03,44,18,8,0,0
0022400151,BKN,DET,2024-11-03,49,20,8,0,0
0022400152,ATL,NOP,2024-11-03,33,31,12,0,0
0022400141,BOS,CHA,2024-11-02,42,33,8,0,0
0022400147,WAS,MIA,2024-11-02,40,22,9,0,0
0022400142,MEM,PHI,2024-11-02,41,31,12,0,0
0022400150,LAC,OKC,2024-11-02,39,27,3,0,0
0022400148,DEN,UTA,2024-11-02,47,29,10,0,0
0022400146,SAS,MIN,2024-11-02,32,24,14,0,0
0022400143,TOR,SAC,2024-11-02,47,27,10,1,1
0022400145,CLE,MIL,2024-11-02,43,33,8,0,1
0022400149,POR,PHX,2024-11-02,28,31,4,0,1
0022400144,HOU,GSW,2024-11-02,54,30,8,1,1
0022400136,BKN,CHI,2024-11-01,35,28,7,0,1
0022400138,IND,NOP,2024-11-01,36,28,15,0,1
0022400132,CHA,BOS,2024-11-01,39,32,7,0,0
0022400135,SAC,ATL,2024-11-01,43,30,13,0,1
0022400139,MIN,DEN,2024-11-01,40,29,9,0,1
0022400140,POR,OKC,2024-11-01,46,34,7,0,0
0022400133,ORL,CLE,2024-11-01,38,26,5,0,0
0022400134,NYK,DET,2024-11-01,26,29,7,0,0
0022400137,TOR,LAL,2024-11-01,46,21,7,0,0
0022400128,MEM,MIL,2024-10-31,48,17,15,0,0
0022400129,HOU,DAL,2024-10-31,47,18,7,0,1
0022400130,UTA,SAS,2024-10-31,36,19,13,0,0
0022400131,LAC,PHX,2024-10-31,42,30,6,0,1
0022400126,GSW,NOP,2024-10-30,39,24,6,0,0
0022400121,WAS,ATL,2024-10-30,40,28,16,0,0
0022400127,POR,LAC,2024-10-30,37,27,14,0,1
0022400119,BOS,IND,2024-10-30,45,34,12,1,1
0022400117,CHA,TOR,2024-10-30,49,29,12,0,1
0022400124,MEM,BKN,2024-10-30,46,23,14,0,0
0022400123,ORL,CHI,2024-10-30,35,24,4,0,1
0022400118,CLE,LAL,2024-10-30,33,23,17,0,0
0022400125,OKC,SAS,2024-10-30,23,29,6,0,0
0022400122,NYK,MIA,2024-10-30,33,35,7,0,0
0022400120,DET,PHI,2024-10-30,46,23,7,0,0
0022400116,NOP,GSW,2024-10-29,33,30,5,0,0
0022400115,SAC,UTA,2024-10-29,35,22,7,0,0
0022400113,BKN,DEN,2024-10-29,54,33,8,1,1
0022400114,DAL,MIN,2024-10-29,41,35,8,0,1
0022400105,DET,MIA,2024-10-28,33,29,6,0,0
0022400112,POR,SAC,2024-10-28,49,18,4,0,0
0022400104,BOS,MIL,2024-10-28,42,26,5,0,0
0022400106,CLE,NYK,2024-10-28,41,21,4,0,1
0022400103,ATL,WAS,2024-10-28,47,36,9,0,1
0022400102,IND,ORL,2024-10-28,53,26,8,0,1
0022400108,CHI,MEM,2024-10-28,36,39,9,0,1
0022400109,HOU,SAS,2024-10-28,44,25,10,0,1
0022400107,DEN,TOR,2024-10-28,47,19,7,1,1
0022400111,PHX,LAL,2024-10-28,41,25,2,0,1
0022400110,DAL,UTA,2024-10-28,40,21,15,0,0
0022400100,OKC,ATL,2024-10-27,46,26,13,0,0
0022400098,MIL,BKN,2024-10-27,43,26,7,0,0
0022400097,IND,PHI,2024-10-27,52,24,9,1,1
0022400101,LAC,GSW,2024-10-27,43,24,13,0,1
0022400099,NOP,POR,2024-10-27,43,22,8,0,0
0022400093,MIN,TOR,2024-10-26,38,24,11,0,0
0022400089,BOS,DET,2024-10-26,38,36,9,0,1
0022400095,DAL,PHX,2024-10-26,45,27,5,0,0
0022400088,CHA,MIA,2024-10-26,43,27,5,0,1
0022400090,CLE,WAS,2024-10-26,52,33,13,0,0
0022400094,HOU,SAS,2024-10-26,42,21,8,0,1
0022400091,CHI,OKC,2024-10-26,37,23,9,0,0
0022400096,LAL,SAC,2024-10-26,38,29,13,0,1
0022400092,ORL,MEM,2024-10-26,44,30,5,0,0
0022400087,LAC,DEN,2024-10-26,46,26,8,0,1
0022400086,NOP,POR,2024-10-25,44,25,7,0,1
0022400083,MIL,CHI,2024-10-25,31,34,7,0,0
0022400079,ATL,CHA,2024-10-25,56,35,8,0,1
0022400077,ORL,BKN,2024-10-25,50,29,9,0,0
0022400082,MEM,HOU,2024-10-25,57,27,8,0,0
0022400078,TOR,PHI,2024-10-25,66,15,10,0,0
0022400080,DET,CLE,2024-10-25,37,26,9,0,0
0022400085,PHX,LAL,2024-10-25,44,31,12,0,0
0022400081,IND,NYK,2024-10-25,42,15,7,0,0
0022400084,UTA,GSW,2024-10-25,36,29,9,0,0
0022400074,SAS,DAL,2024-10-24,39,31,11,0,0
0022400076,MIN,SAC,2024-10-24,42,31,5,0,1
0022400073,WAS,BOS,2024-10-24,38,24,13,0,0
0022400075,OKC,DEN,2024-10-24,27,15,10,0,0
0022400064,BKN,ATL,2024-10-23,52,26,12,0,1
0022400063,IND,DET,2024-10-23,44,18,9,0,1
0022400072,GSW,POR,2024-10-23,49,28,12,0,0
0022400071,LAC,PHX,2024-10-23,52,23,8,1,1
0022400066,PHI,MIL,2024-10-23,51,24,8,0,0
0022400065,MIA,ORL,2024-10-23,40,29,6,0,0
0022400068,CHA,HOU,2024-10-23,39,28,9,0,1
0022400070,MEM,UTA,2024-10-23,59,27,12,0,1
0022400067,CLE,TOR,2024-10-23,46,26,13,0,0
0022400069,CHI,NOP,2024-10-23,33,24,11,0,0
0022400061,BOS,NYK,2024-10-22,27,40,4,0,0
0022400062,LAL,MIN,2024-10-22,44,18,13,0,0
